Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
yaaI	conserved hypothetical protein	2.66190510777133	2.41397746516598	X	2.44441828463554	2.38987764752767	2.24017438144185	2.43883138102103	2.27303183768808	2.11648794242486	2.55419245280385	2.41807434576089	2.16913077111092	4.5	BN373_04951	ERS227112_02348	X	SL1344_0011	SL3261_0011	STMMW_00101	STM_MW00101	SEN0010	t0011	EC958_0145	NCTC13441_03980	BW25113_0013	b0013
oprB	carbohydrate-selective porin, OprB family	2.74919462121229	2.80886139020986	2.41103747955035	X	X	X	X	X	X	X	X	X	X	BN373_31821	ERS227112_04000	ROD_03491	X	X	X	X	X	X	X	X	X	X
ynfA	conserved hypothetical protein	2.93252520817463	2.04870126982772	X	2.19689055885724	2.31221608893969	2.00845698818002	2.45993207897063	1.94765416437976	1.41978985532813	2.54226072813951	2.53949665203529	1.87809442078018	4.5	BN373_21421	ERS227112_05099	X	SL1344_1434	SL3261_1434	STMMW_15041	STM_MW15041	SEN1546	t1425	EC958_1800	NCTC13441_02302	BW25113_1582	b1582
yeaR_2	conserved hypothetical protein	2.22543192192455	1.71616658889005	2.46585945527331	2.19392540750746	2.26414887688291	2.42189785953685	1.90334574591544	1.75204588252049	1.67022372300237	X	X	X	X	BN373_28971	ERS227112_04352	ROD_18341	SL1344_1736	SL3261_1736	STMMW_18001	STM_MW18001	SEN1229	t1069	X	X	X	X
	chitinase	2.76867750275884	2.15900918116769	X	2.37784688846699	2.4548556246433	2.18199326222819	2.06922103292305	1.97958458474811	2.1022737035483	X	X	X	X	BN373_33721	ERS227112_03744	X	SL1344_1956	SL3261_1956	STMMW_20101	STM_MW20091	SEN1943	t1899	X	X	X	X
	conserved hypothetical protein	1.95774100532832	2.15059781987479	2.34480965336213	X	X	X	X	X	X	X	X	X	X	BN373_08741	ERS227112_02736	ROD_04801	X	X	X	X	X	X	X	X	X	X
fimA_1	fimbrial protein	2.4756860590917	2.0038827841045	1.64788360280698	X	X	X	X	X	X	3.03000121246328	3.29682730593524	3.20992303963428	4.5	BN373_39201	ERS227112_01376	ROD_29131	X	X	X	X	X	X	EC958_0046	NCTC13441_04079	BW25113_4315	b4315
orf245	putative pathogenicity island protein	X	X	X	2.36387011443533	1.79344883864258	1.54384973112459	3.57391581190782	3.19855512292162	3.42028056768636	X	X	X	X	X	X	X	SL1344_1315	SL3261_1315	STMMW_13861	STM_MW13861	SEN1664	t1249	X	X	X	X
	conserved hypothetical protein	1.69619462756607	2.5539281852173	1.85369166060407	2.59229068706914	2.7361112599131	2.55548808516966	2.31634534047287	1.75105525201569	1.71558438332733	X	X	X	X	BN373_16551	ERS227112_03518	ROD_10671	SL1344_1061	SL3261_1061	STMMW_11321	STM_MW11321	SEN0986	t1798	X	X	X	X
yobB	C-N hydrolase family protein	X	X	2.25253360738693	2.72819361269509	2.53155931826402	2.54192782417606	2.84078702446144	2.19279517424796	2.07396784346572	2.1247030935403	1.98714919248983	2.16443425807782	4.5	X	X	ROD_18821	SL1344_1811	SL3261_1811	STMMW_18581	STM_MW18581	SEN1126	t1000	EC958_2063	NCTC13441_02042	BW25113_1843	b1843
adaA_1	transcriptional regulator, AraC family	2.09636432264543	2.26539860946517	X	2.19247066647862	2.26651610585059	2.12092631892752	1.64595679823475	1.51380363675177	1.11586522961344	2.4429366547018	2.2198686701788	2.03511652731341	4.5	BN373_40901	ERS227112_01170	X	SL1344_3149	SL3261_3149	STMMW_31351	STM_MW31351	SEN3018	t3096	EC958_3419	NCTC13441_00680	BW25113_3023	b3023
	putative dehydratase	X	X	1.96868843206085	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43271	X	X	X	X	X	X	X	X	X	X
	glyoxalase family protein	1.8071415895016	2.40211494604607	2.13805320669857	2.24652957842742	2.07553836062177	1.49647180343835	2.13622509318962	1.83375663071174	1.7106807154591	X	X	X	X	BN373_08501	ERS227112_02712	ROD_04581	SL1344_0404	SL3261_0404	STMMW_04791	STM_MW04791	SEN0392	t2454	X	X	X	X
insC	IS2 repressor TnpA	2.83956850332969	2.31911444142308	X	X	X	X	X	X	X	2.82578566045235	1.45777962442799	3.75346881608093	4.5	BN373_30381	ERS227112_04078	X	X	X	X	X	X	X	EC958_3293	NCTC13441_04942	BW25113_0360	b0360
fliS	flagellar protein potentiates polymerization	X	X	1.3233547341506	1.49657318870507	1.99548300333175	2.04337785848329	1.29354100168612	1.82693274023479	2.10745348055608	2.03211425393977	2.06508947675724	2.24546197080914	4.5	X	X	ROD_20091	SL1344_1890	SL3261_1890	STMMW_19411	STM_MW19411	SEN1047	t0916	EC958_2193	NCTC13441_01899	BW25113_1925	b1925
	conserved hypothetical protein	X	X	2.85852237137622	X	X	X	X	X	X	X	X	X	X	X	X	ROD_22551	X	X	X	X	X	X	X	X	X	X
cts2C	T6SS protein Cts2C	X	X	1.79335670236373	X	X	X	X	X	X	X	X	X	X	X	X	ROD_34211	X	X	X	X	X	X	X	X	X	X
ureA	urease, gamma subunit	2.24739234878413	1.88441724515078	1.6693408888455	X	X	X	X	X	X	X	X	X	X	BN373_41191	ERS227112_01141	ROD_36101	X	X	X	X	X	X	X	X	X	X
modA_2	putative molybdate ABC transporter, periplasmic molybdate-binding protein	2.7890007749827	1.79022392401244	X	2.18475067179214	1.88414091095494	1.60693798175001	1.28095810396421	1.25428256289067	1.21655463710828	X	X	X	X	BN373_27121	ERS227112_04550	X	SL1344_3115	SL3261_3115	STMMW_31011	STM_MW31011	SEN2984	t3062	X	X	X	X
ihfB	integration host factor, beta subunit	2.5947719634047	1.68246068455999	-0.403116781816489	2.14667670398744	1.99985470150001	1.64549268350715	1.71142304327745	1.60268369317078	2.02255515613479	1.76753628768648	1.46764353384201	2.31637062392262	4.5	BN373_15551	ERS227112_03427	ROD_09801	SL1344_0919	SL3261_0919	STMMW_09931	STM_MW09931	SEN0886	t1952	EC958_1122	NCTC13441_02977	BW25113_0912	b0912
chiQ	putative lipoprotein	2.06362799571912	2.29861236033407	X	2.65571429861953	2.54044547800236	2.09276213494057	2.38653545466916	2.33783658594471	1.95291363233594	2.26171338870759	1.75907421339359	2.4364515404846	4.5	BN373_12761	ERS227112_03146	X	SL1344_0670	SL3261_0670	STMMW_07461	STM_MW07461	SEN0652	t2187	EC958_0800	NCTC13441_03309	BW25113_0682	b0682
	putative membrane protein	1.50028656841421	1.65891710308036	2.15164005855924	2.55690866434021	2.43181491325064	2.35079983601764	2.34041071819963	2.23388519386093	2.85369798317658	X	X	X	X	BN373_48321	ERS227112_00383	ROD_38551	SL1344_3989	SL3261_3989	STMMW_40051	STM_MW40051	SEN3831	t3579	X	X	X	X
slsA	putative hydrolase	X	X	X	2.20188675947259	1.62980019105788	1.44769024966413	1.5664881876491	2.87552472887796	1.74732133383595	X	X	X	X	X	X	X	SL1344_0888	SL3261_0888	STMMW_09621	STM_MW09621	SEN3583	t1983	X	X	X	X
	PRD domain protein	1.9562635159589	2.46092403532791	1.81657955705542	2.54844391164403	2.55048116660081	2.42659549436645	2.46552480959545	2.06664546347538	2.4410538987862	X	X	X	X	BN373_02441	ERS227112_02109	ROD_32981	SL1344_4370	SL3261_4370	STMMW_43831	STM_MW43831	SEN4189	t4474	X	X	X	X
bcfH	DSBA-like thioredoxin domain protein	1.89414501428903	2.04366926539315	X	1.93822340776929	2.16478876198609	1.69020317607925	1.62366077677293	1.75003198963956	1.93543137724476	X	X	X	X	BN373_01241	ERS227112_01990	X	SL1344_0028	SL3261_0028	STMMW_00271	STM_MW00271	SEN0027	t0029	X	X	X	X
gmuB_1	PTS system, lactose/cellobiose family IIB subunit	1.96854696394515	2.21236487848729	2.28732869029951	X	X	X	X	X	X	X	X	X	X	BN373_46971	ERS227112_00524	ROD_41181	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	X	X	2.61212067081324	2.03296572157959	2.25889741566765	2.35818288989951	2.88441455451192	2.71039042189954	2.84909572737691	X	X	X	X	X	X	ROD_35521	SL1344_3130	SL3261_3130	STMMW_31161	STM_MW31161	SEN2999	t3076	X	X	X	X
chbA_1	PTS system, lactose/cellobiose specific IIA subunit	2.35751677177102	3.992321551552	3.23373710662452	X	X	X	X	X	X	X	X	X	X	BN373_46991	ERS227112_00522	ROD_41151	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	1.72473696659834	1.54546120630657	1.0971622283918	1.00315147058318	1.43959613107571	2.05589667053547	X	X	X	X	X	X	X	SL1344_2619	SL3261_2619	STMMW_26751	STM_MW26751	SEN2582	t0255	X	X	X	X
	putative outer membrane protein	X	X	2.52822806771226	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43361	X	X	X	X	X	X	X	X	X	X
cybC	soluble cytochrome b562	2.47903164666682	2.53830205116457	X	2.8323247997796	2.94082842234814	2.99154826341487	2.94380144050781	2.76247560830138	2.62333080287743	1.68417372802301	1.94608322789502	2.15450194562658	4.5	BN373_02431	ERS227112_02108	X	SL1344_4369	SL3261_4369	STMMW_43811	STM_MW43811	SEN4188	t4473	EC958_4729	NCTC13441_04211	BW25113_4236	b4236
	conserved hypothetical protein	2.4904635545886	2.82542097974047	2.25081932972561	2.35621359541978	2.4681844494226	2.13700071018256	2.17558167709707	2.03197357776877	1.54496243641404	X	X	X	X	BN373_02461	ERS227112_02111	ROD_33001	SL1344_4372	SL3261_4372	STMMW_43851	STM_MW43851	SEN4191	t4476	X	X	X	X
pduM	propanediol utilization protein PduM	2.27190228361682	2.31610737286839	2.08546109889421	2.83558614019734	2.31562155245298	2.1582404392432	2.29392415779324	1.61711918550655	1.80915085966082	X	X	X	X	BN373_38431	ERS227112_01455	ROD_21341	SL1344_2024	SL3261_2024	STMMW_20781	STM_MW20781	SEN2046	t0826	X	X	X	X
	acetyltransferase, GNAT family	2.67826306445537	2.99973720617016	1.54409626615155	2.32073063754523	2.51367059843284	2.71806497900062	2.17332450745373	2.87093443515694	2.94476642541827	X	X	X	X	BN373_46801	ERS227112_00541	ROD_41201	SL1344_1787	SL3261_1787	STMMW_18481	STM_MW18481	SEN1179	t1020	X	X	X	X
cbiN	cobalt transport protein	2.16550919767849	1.56985795378335	1.6274406066201	2.09870781614272	1.92746029705961	2.05509263534836	2.09564134271896	2.06111096927263	2.04323910425722	X	X	X	X	BN373_38171	ERS227112_01483	ROD_21071	SL1344_1998	SL3261_1998	STMMW_20531	STM_MW20531	SEN2020	t0852	X	X	X	X
	conserved hypothetical protein	2.97813207164082	2.92582355988862	2.13104055790243	X	X	X	X	X	X	X	X	X	X	BN373_10851	ERS227112_02947	ROD_31501	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	1.67799023662119	X	X	X	X	X	X	X	X	X	X	X	X	ROD_24521	X	X	X	X	X	X	X	X	X	X
agaC	PTS system, IIC component	2.46804677543994	2.96208334650093	2.00035190934028	X	X	X	X	X	X	X	X	X	X	BN373_04321	ERS227112_02282	ROD_38601	X	X	X	X	X	X	X	X	X	X
pduA	propanediol utilization protein PduA	3.40530975038173	4.00424666574719	3.20999986374185	2.92291455050453	3.06983184709442	3.25614118592832	3.74651502345256	2.87150276146815	3.47407914596876	X	X	X	X	BN373_38331	ERS227112_01465	ROD_21241	SL1344_2014	SL3261_2014	STMMW_20691	STM_MW20691	SEN2036	t0836	X	X	X	X
pduH	propanediol utilization protein PduH	2.20639213340081	2.28707824225304	2.04247351946647	2.61150980932174	2.32474478419171	1.59673338365935	2.36968733769144	1.4196480128435	1.36226771282233	X	X	X	X	BN373_38391	ERS227112_01459	ROD_21301	SL1344_2020	SL3261_2020	STMMW_20751	STM_MW20751	SEN2042	t0830	X	X	X	X
fimG	fimbrial protein FimG	2.52558854186686	2.34118717610132	2.06378906982959	X	X	X	X	X	X	2.37461764003218	2.23610348880953	2.58651632990948	4.5	BN373_39241	ERS227112_01372	ROD_29171	X	X	X	X	X	X	EC958_0050	NCTC13441_04075	BW25113_4319	b4319
ydeR	putative fimbrial-like adhesin protein	X	X	X	X	X	X	X	X	X	2.5411212962869	3.57046222849006	3.21725789855477	4.5	X	X	X	X	X	X	X	X	X	EC958_1766	NCTC13441_02335	BW25113_1503	b1503
ureB	urease, beta subunit	2.26079164048371	2.03919247912947	1.70090914149679	X	X	X	X	X	X	X	X	X	X	BN373_41201	ERS227112_01140	ROD_36111	X	X	X	X	X	X	X	X	X	X
yjdJ	conserved hypothetical protein	1.81231101675088	2.21218430055799	2.27035491035743	X	X	X	X	X	X	2.64385099405139	2.9309284396654	2.87358986882616	4.5	BN373_39271	ERS227112_01369	ROD_29041	X	X	X	X	X	X	EC958_5123	NCTC13441_04329	BW25113_4127	b4127
sciZ	periplasmic protein	2.77133020096859	3.43625720401931	X	3.20016777940398	2.6871634741917	2.40202049838507	3.0715443128243	2.89991887541734	3.45418273589151	X	X	X	X	BN373_41981	ERS227112_01069	X	SL1344_0303	SL3261_0303	STMMW_03181	STM_MW03181	SEN0290	t2543	X	X	X	X
cts2S	T6SS protein Cts2S	X	X	2.53382285018886	X	X	X	0.571378729749422	X	X	X	X	X	X	X	X	ROD_34171	X	X	X	STM_MW02721	X	X	X	X	X	X
matB	fimbrillin MatB	2.88311008502702	3.45500591312617	3.0143621412942	X	X	X	X	X	X	2.67903670002289	2.95410015476366	2.86755684897136	4.5	BN373_07791	ERS227112_02641	ROD_29201	X	X	X	X	X	X	EC958_0438	NCTC13441_03677	BW25113_0293	b0293
fliH	negative regulator of FliI ATPase activity	X	X	1.40716304574337	2.22696277471263	2.21756344213258	1.65024730327782	1.65237999317181	1.40725433879932	1.83929841843525	2.43888143353226	1.87125786485195	2.10787847049041	4.5	X	X	ROD_20201	SL1344_1900	SL3261_1900	STMMW_19511	STM_MW19511	SEN1038	t0906	EC958_2206	NCTC13441_01884	BW25113_1940	b1940
chiA	putative chitinase	X	X	2.39603584380562	2.15707428330569	2.10414328465415	1.98600934413582	1.9783354252955	1.87896682270942	2.31153143829148	X	X	X	X	X	X	ROD_00151	SL1344_0018	SL3261_0018	STMMW_00171	STM_MW00171	SEN0017	t0018	X	X	X	X
metQ_5	ABC transporter, periplasmic substrate-binding protein	3.08755201771893	3.75672428219991	X	2.06183951846494	2.60025263682207	2.12280533825904	1.96937229885068	1.89759925234632	2.38825967984894	X	X	X	X	BN373_19831	ERS227112_05249	X	SL1344_0503	SL3261_0503	STMMW_05801	STM_MW05801	SEN0491	t2350	X	X	X	X
yghW	conserved hypothetical protein	2.32158838252675	2.54238206039961	X	2.67031227838333	2.57215796947627	2.42125793553764	2.09308542082745	2.22830633888434	2.79922707709106	3.1495703012922	2.86974601178691	2.22701230691466	4.5	BN373_40751	ERS227112_01187	X	SL1344_3125	SL3261_3125	STMMW_31111	STM_MW31111	SEN2994	t3072	EC958_3393	NCTC13441_00706	BW25113_2998	b2998
kpdD	4-hydroxybenzoate decarboxylase, subunit D	3.44293310361774	3.43062657531515	3.01152980802161	2.29042508195376	2.59198120695313	2.140120391952	2.72595300858732	2.25314058492528	2.25780017717884	X	X	X	X	BN373_37401	ERS227112_01564	ROD_30721	SL1344_2902	SL3261_2902	STMMW_28861	STM_MW28861	SEN2762	t2824	X	X	X	X
ygaH	conserved hypothetical protein	1.9789388525318	1.83685694060631	X	X	X	X	X	X	X	1.97118136687581	2.1607997854588	2.57229507746038	4.5	BN373_36501	ERS227112_01650	X	X	X	X	X	X	X	EC958_2948	NCTC13441_01097	BW25113_2683	b2683
	putative acyl carrier protein	X	X	2.1761501407505	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43381	X	X	X	X	X	X	X	X	X	X
	putative membrane protein	2.25015680536877	2.32138800005099	1.90042126379136	2.98138760293473	2.85927664275354	3.10184885867718	3.93560325205219	2.98147639712299	3.02058986351565	X	X	X	X	BN373_03601	ERS227112_02206	ROD_16871	SL1344_1562	SL3261_1562	STMMW_16271	STM_MW16271	SEN1421	t1535	X	X	X	X
	hypothetical protein	X	X	3.28176484853109	2.27429235451153	2.4886913532731	2.59296722868491	2.89707264894458	2.86962019693498	3.10925938910722	X	X	X	X	X	X	ROD_35511	SL1344_3129	SL3261_3129	STMMW_31151	STM_MW31151	SEN2998	t3075	X	X	X	X
ygiL	putative Yqi fimbriae subunit YgiL	X	X	X	2.21739505574034	2.43003039160622	2.73099653910553	3.2013761998716	2.63470526791324	3.16451849599499	2.31627284949265	3.40342063100423	2.59413078524931	4.5	X	X	X	SL1344_3008	SL3261_3008	STMMW_29911	STM_MW29911	SEN2873	t2940	EC958_3447	NCTC13441_00651	BW25113_3043	b3043
citD	citrate lyase acyl carrier protein	2.17774552254965	2.41639634986058	X	1.96390338932214	2.24118737659256	2.19973991772872	2.50374221689924	1.9186412856159	1.88474488714288	X	X	X	X	BN373_05201	ERS227112_02371	X	SL1344_0060	SL3261_0060	STMMW_00601	STM_MW00601	SEN0060	t0061	X	X	X	X
eamB	cysteine/O-acetylserine exporter	2.64514206227017	2.02458032363159	X	2.29093296100079	2.34148473059285	1.99422930887241	1.90437057648668	2.3578115601457	2.60018559601131	2.36704649633987	2.25394686631683	1.95980941419344	4.5	BN373_07171	ERS227112_02573	X	SL1344_2609	SL3261_2609	STMMW_26651	STM_MW26651	SEN2572	t0265	EC958_2884	NCTC13441_01161	BW25113_2578	b2578
yafP	acetyltransferase, GNAT family	2.11174191759371	2.31396285584716	X	2.76899794172801	2.87236476335181	2.94626521871305	3.74219974614842	2.98145695409693	3.6819662082188	3.33080163467605	3.34149118548522	2.29099532131519	4.5	BN373_07321	ERS227112_02588	X	SL1344_3619	SL3261_3619	STMMW_36431	STM_MW36431	SEN3476	t3866	EC958_0412	NCTC13441_03704	BW25113_0234	b0234
cfcP	putative prepillin peptidase CfcP	X	X	2.76591981113646	X	X	X	X	X	X	X	X	X	X	X	X	ROD_46561	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.43926250366581	2.90074397812351	X	2.39799532902987	2.46139332462022	2.52608144965664	3.40716226441599	2.75928261714975	3.27038873935219	X	X	X	X	BN373_46661	ERS227112_00555	X	SL1344_0020	SL3261_0020	STMMW_00191	STM_MW00191	SEN0019	t0021	X	X	X	X
	conserved hypothetical protein	1.77317589204325	1.39303654324546	3.03057373312075	X	X	X	X	X	X	X	X	X	X	BN373_25911	ERS227112_04662	ROD_27601	X	X	X	X	X	X	X	X	X	X
ycjY	conserved hypothetical protein	1.67705028059447	3.3094475019511	X	X	X	X	X	X	X	2.92866415643259	2.85904807780833	3.18899034462508	4.5	BN373_19401	ERS227112_04959	X	X	X	X	X	X	X	EC958_1659	NCTC13441_02437	BW25113_1327	b1327
pulK	pullulanase secretion protein PulK	2.1670588499828	2.1416539365355	2.52013707444341	X	X	X	X	X	X	3.02418876582312	3.23312506017348	2.79928610980398	4.5	BN373_06431	ERS227112_02494	ROD_44901	X	X	X	X	X	X	EC958_3725	NCTC13441_00363	BW25113_3332	b3332
phnO	acetyltransferase, GNAT family	2.96011919388872	3.2086764577245	X	1.8261108449222	2.26666851111214	1.94081554988941	2.06699415744931	1.74628398060678	2.07045256492921	2.0923306287534	1.62863166784209	1.13938638566976	4.5	BN373_23471	ERS227112_04894	X	SL1344_4224	SL3261_4224	STMMW_42381	STM_MW42381	SEN4058	t4194	EC958_4574	NCTC13441_04370	BW25113_4093	b4093
mdcC	malonate decarboxylase, delta subunit	2.56458713845243	2.17663889498237	2.4628671512178	X	X	X	X	X	X	X	X	X	X	BN373_21171	ERS227112_05123	ROD_44591	X	X	X	X	X	X	X	X	X	X
cysW_5	ABC transporter, permease protein	2.02730046004465	1.51171494662627	2.15513551388872	X	X	X	X	X	X	X	X	X	X	BN373_24661	ERS227112_04791	ROD_04051	X	X	X	X	X	X	X	X	X	X
phoC_2	PAP2 family protein	2.1295970674597	1.67222512889843	X	2.67916612132538	2.82591143617261	2.83337716142862	3.76846493179912	3.18379242424159	3.53656251734	X	X	X	X	BN373_18291	ERS227112_05527	X	SL1344_4255	SL3261_4255	STMMW_42691	STM_MW42691	SEN4090	t4225	X	X	X	X
manP	PTS system, fructose-specific, IIB subunnit	1.81305765351891	2.92558443133875	2.06120671371618	X	X	X	X	X	X	2.36574682082357	2.14854905805281	2.51860477217117	4.5	BN373_23181	ERS227112_04924	ROD_28051	X	X	X	X	X	X	EC958_5008	NCTC13441_01329	BW25113_2387	b2387
	transcriptional regulator, MarR family	1.52650410189927	1.69942275570703	X	2.62200443774917	2.27412708164147	2.50833738229018	2.7000947242312	2.15356404413469	2.62470376506301	X	X	X	X	BN373_18781	ERS227112_05479	X	SL1344_1476	SL3261_1476	STMMW_15461	STM_MW15461	SEN1505	t1466	X	X	X	X
rpmE2	50S ribosomal protein L31 type B	1.30324272446927	1.54725432062026	X	1.86540977840827	2.22186730839879	1.54104205392372	2.01292437335162	2.33516870717285	2.11650488172761	2.74905982897989	3.166763447049	2.76798306526446	4.5	BN373_09231	ERS227112_02788	X	SL1344_0462	SL3261_0462	STMMW_05391	STM_MW05391	SEN0450	t2391	EC958_0441	NCTC13441_03674	BW25113_0296	b0296
	putative lipoprotein	2.41511999404724	2.03519750265657	X	2.12860850668746	2.21016345838397	2.41183601839339	1.07743744328723	1.89852505070764	1.56656388834544	X	X	X	X	BN373_06111	ERS227112_02459	X	SL1344_0155	SL3261_0155	STMMW_01611	STM_MW01611	SEN0159	t0161	X	X	X	X
yjdI	conserved hypothetical protein	1.98085576916267	2.55224829985024	3.13201754565718	X	X	X	X	X	X	3.44185518918964	3.10399623985133	3.43439625800726	4.5	BN373_39281	ERS227112_01368	ROD_29051	X	X	X	X	X	X	EC958_4607	NCTC13441_04339	BW25113_4126	b4126
bhsA_2	YcfR family protein	2.12360102843614	2.15818181881168	X	2.7191552704076	2.65975947077008	2.58962422140741	2.42617771450322	2.16964559079428	2.63476107809092	X	X	X	X	BN373_42881	ERS227112_00959	X	SL1344_3334	SL3261_3334	STMMW_33601	STM_MW33601	SEN3195	t3277	X	X	X	X
yfiL	lipoprotein	X	X	X	X	X	X	X	X	X	3.28058457228794	3.11680942148417	3.19554018776289	4.5	X	X	X	X	X	X	X	X	X	EC958_2904	NCTC13441_01139	BW25113_2602	b2602
	hypothetical protein	X	X	1.72496608706415	1.79053286111594	1.61192336988387	1.58968576657357	2.30050924048789	1.24591338920608	1.88323201798371	X	X	X	X	X	X	ROD_12601	SL1344_1212	SL3261_1212	STMMW_12831	STM_MW12831	SEN1775	t1156	X	X	X	X
flhD	flagellar class II regulon transcriptional activator, with FlhC	X	X	1.99679465166334	2.42534683582049	2.38165125499172	2.16350106344548	2.55043779051374	2.12473244033586	3.0329686702334	2.74822523629878	2.66253223497977	2.93611346116663	4.5	X	X	ROD_19451	SL1344_1860	SL3261_1860	STMMW_19081	STM_MW19081	SEN1078	t0952	EC958_2114	NCTC13441_01989	BW25113_1892	b1892
higB	mRNA interferase toxin of the HigB-HigA toxin-antitoxin system	X	X	1.67191497498506	2.49072980512165	2.31957341205796	2.52295822585016	2.86233347986777	2.29909041334121	2.85426656385681	2.1686715763523	2.58214284520425	1.94892805597421	4.5	X	X	ROD_30201	SL1344_3977	SL3261_3977	STMMW_39951	STM_MW39951	SEN3819	t3590	EC958_3489	NCTC13441_00607	BW25113_3083	b3083
yjbE	extracellular polysaccharide production threonine-rich protein	X	X	3.11733438998853	2.34330327534958	2.22991294785111	1.63407757521859	1.77332952282389	2.48638807795277	2.96721247464635	2.79767320300641	2.93476391488003	2.96043736896639	4.5	X	X	ROD_37241	SL1344_4158	SL3261_4158	STMMW_41711	STM_MW41711	SEN3988	t4128	EC958_4481	NCTC13441_04459	BW25113_4026	b4026
	conserved hypothetical protein	2.28147950949217	1.56001524342665	2.23766532658748	X	X	X	X	X	X	X	X	X	X	BN373_17721	ERS227112_03618	ROD_16881	X	X	X	X	X	X	X	X	X	X
csgC	curli assembly protein	X	X	2.01775847594039	3.01703732979446	2.85294782406073	2.62869198917403	3.26746776512494	2.96586700481352	3.626207113074	3.33560324741414	3.71530316461415	3.71907924195895	4.5	X	X	ROD_11021	SL1344_1082	SL3261_1082	STMMW_11531	STM_MW11531	SEN1903	t1775	EC958_1235	NCTC13441_02868	BW25113_1043	b1043
	putative response regulator	X	X	3.03903270577744	X	X	X	X	X	X	X	X	X	X	X	X	ROD_03731	X	X	X	X	X	X	X	X	X	X
	putative DNA binding protein	X	X	2.06653428963559	X	X	X	X	X	X	X	X	X	X	X	X	ROD_09691	X	X	X	X	X	X	X	X	X	X
yjdP	conserved hypothetical protein	2.41542661310004	2.22246578510522	0.964129967913233	X	X	X	X	X	X	2.92026783514853	2.60764197247277	2.68921381359113	4.5	BN373_01021	ERS227112_01966	ROD_34761	X	X	X	X	X	X	EC958_4572	NCTC13441_04372	BW25113_4487	b4487
	conserved hypothetical protein	2.66406390077662	2.11908207482206	X	1.87572542938192	2.17173082295049	2.17867824176889	1.76264395814738	1.60303799940596	1.17264982508496	X	X	X	X	BN373_37461	ERS227112_01558	X	SL1344_2889	SL3261_2889	STMMW_28731	STM_MW28731	SEN2749	t2811	X	X	X	X
ydhI	conserved hypothetical protein	2.21682185817743	1.92940387805965	X	2.10724040213821	2.67381116978618	2.59064389189235	1.66821287572294	2.21801910332705	2.62146512346396	2.16778245365488	1.90128394731164	3.75898469454292	4.5	BN373_25631	ERS227112_04692	X	SL1344_1375	SL3261_1375	STMMW_14461	STM_MW14461	SEN1604	t1311	EC958_1866	NCTC13441_02238	BW25113_1643	b1643
yhjB	putative DNA-binding transcriptional response regulator	X	X	3.01316331887207	2.80637391382297	2.63903128083327	2.50906963999747	3.47133051142227	2.91711319852723	3.48356267435518	2.63466408932478	3.13851270466816	2.97104330526553	4.5	X	X	ROD_42891	SL1344_3571	SL3261_3571	STMMW_35951	STM_MW35951	SEN3429	t3911	EC958_3924	NCTC13441_00169	BW25113_3520	b3520
	putative acyl carrier protein	X	X	2.64834292426068	X	X	X	X	X	X	X	X	X	X	X	X	ROD_43371	X	X	X	X	X	X	X	X	X	X
ripA_2	transcriptional regulator, AraC family	2.32186859152351	1.51991602040176	X	X	X	X	X	X	X	X	X	X	X	BN373_23591	ERS227112_04875	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.87902147859938	1.89774596967458	2.93166486221219	X	X	X	X	X	X	X	X	X	X	BN373_28201	ERS227112_04442	ROD_17941	X	X	X	X	X	X	X	X	X	X
hpcR	homoprotocatechuate degradative operon repressor	2.33161281403926	2.30665078651779	X	2.26300321371414	2.11142443851912	1.82082119958747	1.73733784084431	1.80268982160465	1.00738048577674	X	X	X	X	BN373_04151	ERS227112_02262	X	SL1344_1039	SL3261_1039	STMMW_11101	STM_MW11101	SEN0964	t1819	X	X	X	X
ttrR	putative two-component response regulator	X	X	X	1.81559008394551	2.32834602355815	1.72394323724005	1.63963838737763	1.00332808136074	1.67907871405151	X	X	X	X	X	X	X	SL1344_1321	SL3261_1321	STMMW_13921	STM_MW13921	SEN1658	t1255	X	X	X	X
yaaX	DUF2502 family putative periplasmic protein	X	X	X	X	X	X	X	X	X	2.53401402754014	2.56042077172573	1.88329081048863	4.5	X	X	X	X	X	X	X	X	X	EC958_0138	NCTC13441_03987	BW25113_0005	b0005
