EsCoMG1655.locus.tag	Gene	Product	EnClNCTC9394.NPEQ	KlPnEcl8.NPEQ	KlPnRH201207.NPEQ	CiRoICC168.NPEQ	SaTySL1344.NPEQ	SaTySL3261.NPEQ	SaTyD23580.NPEQ	SaTyA130.NPEQ	SaEnP125109.NPEQ	SaTyTy2.NPEQ	EsCoEC958.NPEQ	EsCoST131.NPEQ	EsCoCS17.NPEQ	EsCoH10407.NPEQ	EsCoBW25113.NPEQ	EsCoMG1655.NPEQ	EnClNCTC9394.locus.tag	KlPnEcl8.locus.tag	KlPnRH201207.locus.tag	CiRoICC168.locus.tag	SaTySL1344.locus.tag	SaTySL3261.locus.tag	SaTyD23580.locus.tag	SaTyA130.locus.tag	SaEnP125109.locus.tag	SaTyTy2.locus.tag	EsCoEC958.locus.tag	EsCoST131.locus.tag	EsCoCS17.locus.tag	EsCoH10407.locus.tag	EsCoBW25113.locus.tag	path_id	path_name
b0628	lipA	lipoate synthase	3.00840545762515	2.0461749543199	2.30191520901014	2.21758963609202	1.86498257700002	2.89940866925163	2.07295863191437	1.4730605018431	2.39500440048215	1.10522513019655	1.52019151881124	2.09553279823943	1.02386380277056	0.982582879720178	0.745999143803736	0	ENC_20820	BN373_12401	ERS227112_03102	ROD_06461	SL1344_0621	SL3261_0621	STMMW_06981	STM_MW06981	SEN0602	t2234	EC958_0746	NCTC13441_03367	CS17_00634	ETEC_0656	BW25113_0628	eco00785	Lipoic acid metabolism 
b0630	lipB	octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase	0.951908510611292	1.12251790593999	1.0642257260066	-0.85865201238351	1.12062889223772	1.44572654885714	1.01608025429044	2.24615831638955	0.0158774608305809	-0.0601264934364085	0.918684371139315	0.787504833925913	0.358435127163374	0.573957683112095	0.415407410230216	0	ENC_20790	BN373_12421	ERS227112_03104	ROD_06481	SL1344_0623	SL3261_0623	STMMW_07001	STM_MW07001	SEN0604	t2232	EC958_0748	NCTC13441_03365	CS17_00636	ETEC_0658	BW25113_0630	eco01100	Metabolic pathways 
b0630	lipB	octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase	0.951908510611292	1.12251790593999	1.0642257260066	-0.85865201238351	1.12062889223772	1.44572654885714	1.01608025429044	2.24615831638955	0.0158774608305809	-0.0601264934364085	0.918684371139315	0.787504833925913	0.358435127163374	0.573957683112095	0.415407410230216	0	ENC_20790	BN373_12421	ERS227112_03104	ROD_06481	SL1344_0623	SL3261_0623	STMMW_07001	STM_MW07001	SEN0604	t2232	EC958_0748	NCTC13441_03365	CS17_00636	ETEC_0658	BW25113_0630	eco00785	Lipoic acid metabolism 
b0635	mrdA	penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis	4.64051343649937	2.68594952163468	1.6959471051415	2.27195396839356	2.36078064305338	1.51989320242196	3.43760665708723	4.08096409329364	1.85210742127356	4.22513923772	1.3742339697909	3.87760603438386	2.90305473855823	3.34744055052693	4.36631249074471	7	ENC_20740	BN373_12471	ERS227112_03109	ROD_06531	SL1344_0628	SL3261_0628	STMMW_07051	STM_MW07051	SEN0609	t2227	EC958_0754	NCTC13441_03360	CS17_00641	ETEC_0663	BW25113_0635	eco00550	Peptidoglycan biosynthesis 
b0635	mrdA	penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis	4.64051343649937	2.68594952163468	1.6959471051415	2.27195396839356	2.36078064305338	1.51989320242196	3.43760665708723	4.08096409329364	1.85210742127356	4.22513923772	1.3742339697909	3.87760603438386	2.90305473855823	3.34744055052693	4.36631249074471	7	ENC_20740	BN373_12471	ERS227112_03109	ROD_06531	SL1344_0628	SL3261_0628	STMMW_07051	STM_MW07051	SEN0609	t2227	EC958_0754	NCTC13441_03360	CS17_00641	ETEC_0663	BW25113_0635	eco01501	beta-Lactam resistance 
b0639	nadD	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	2.64015954637582	2.48338523896331	2.17264319454001	2.25686225161549	2.0759286534927	2.40660206304612	2.92625944858312	1.57772808454241	2.17318329611068	1.92948479751924	2.57858437420244	2.12328746640322	2.44360399879702	2.13801722363165	2.41229911842987	7	ENC_20710	BN373_12511	ERS227112_03113	ROD_06591	SL1344_0633	SL3261_0633	STMMW_07101	STM_MW07101	SEN0614	t2222	EC958_0758	NCTC13441_03356	CS17_00645	ETEC_0667	BW25113_0639	eco00760	Nicotinate and nicotinamide metabolism 
b0639	nadD	nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	2.64015954637582	2.48338523896331	2.17264319454001	2.25686225161549	2.0759286534927	2.40660206304612	2.92625944858312	1.57772808454241	2.17318329611068	1.92948479751924	2.57858437420244	2.12328746640322	2.44360399879702	2.13801722363165	2.41229911842987	7	ENC_20710	BN373_12511	ERS227112_03113	ROD_06591	SL1344_0633	SL3261_0633	STMMW_07101	STM_MW07101	SEN0614	t2222	EC958_0758	NCTC13441_03356	CS17_00645	ETEC_0667	BW25113_0639	eco01100	Metabolic pathways 
b0662	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	2.8005615304536	1.0703918984065	1.66627778368639	1.25242625943706	1.75093432843418	2.84182206711794	2.24010946039669	2.76548708750201	3.16979113868761	2.87211744890025	0.994563940870341	1.2627486706167	1.09062348006865	1.53193932796326	0.791197022291835	0	ENC_20540	BN373_12671	ERS227112_03129	ROD_06751	SL1344_0660	SL3261_0660	STMMW_07361	STM_MW07361	SEN0640	t2202	EC958_0780	NCTC13441_03335	CS17_00668	ETEC_0690	BW25113_0662	eco00130	Ubiquinone and other terpenoid-quinone biosynthesis 
b0662	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	2.8005615304536	1.0703918984065	1.66627778368639	1.25242625943706	1.75093432843418	2.84182206711794	2.24010946039669	2.76548708750201	3.16979113868761	2.87211744890025	0.994563940870341	1.2627486706167	1.09062348006865	1.53193932796326	0.791197022291835	0	ENC_20540	BN373_12671	ERS227112_03129	ROD_06751	SL1344_0660	SL3261_0660	STMMW_07361	STM_MW07361	SEN0640	t2202	EC958_0780	NCTC13441_03335	CS17_00668	ETEC_0690	BW25113_0662	eco01110	Biosynthesis of secondary metabolites 
b0662	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	2.8005615304536	1.0703918984065	1.66627778368639	1.25242625943706	1.75093432843418	2.84182206711794	2.24010946039669	2.76548708750201	3.16979113868761	2.87211744890025	0.994563940870341	1.2627486706167	1.09062348006865	1.53193932796326	0.791197022291835	0	ENC_20540	BN373_12671	ERS227112_03129	ROD_06751	SL1344_0660	SL3261_0660	STMMW_07361	STM_MW07361	SEN0640	t2202	EC958_0780	NCTC13441_03335	CS17_00668	ETEC_0690	BW25113_0662	eco01100	Metabolic pathways 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00052	Galactose metabolism 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco01110	Biosynthesis of secondary metabolites 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00030	Pentose phosphate pathway 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco01120	Microbial metabolism in diverse environments 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00010	Glycolysis / Gluconeogenesis 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco01100	Metabolic pathways 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00520	Amino sugar and nucleotide sugar metabolism 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco01130	Biosynthesis of antibiotics 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00500	Starch and sucrose metabolism 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00521	Streptomycin biosynthesis 
b0688	pgm	phosphoglucomutase	0.0336438870690813	0.0897471956177814	2.80111016392733	0.452148680367738	0.278106563080324	-0.0237342791130422	0.372250898212647	0.656413044500927	0.0339671552723351	2.11059621760999	0.0323840664716095	0.727346870035142	-0.945772384741998	-0.332680552560564	-0.0523388868835441	0	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	eco00230	Purine metabolism 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco01120	Microbial metabolism in diverse environments 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco00310	Lysine degradation 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco01200	Carbon metabolism 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco01130	Biosynthesis of antibiotics 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco01100	Metabolic pathways 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco00020	Citrate cycle (TCA cycle) 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco01110	Biosynthesis of secondary metabolites 
b0726	sucA	2-oxoglutarate decarboxylase, thiamine triphosphate-binding	1.65441193711643	1.21275263681601	0.682157663014623	0.620223252551649	0.30286990408667	0.701390362994159	0.968442181044452	1.09803186568306	0.392854888477297	3.56813024214914	1.06572639020765	1.12758985589243	1.91111510131488	3.59192720687981	0.761930850271953	0	ENC_20130	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	CS17_00724	ETEC_0736	BW25113_0726	eco00380	Tryptophan metabolism 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco01120	Microbial metabolism in diverse environments 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco01130	Biosynthesis of antibiotics 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco01110	Biosynthesis of secondary metabolites 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco01200	Carbon metabolism 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco00310	Lysine degradation 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco00020	Citrate cycle (TCA cycle) 
b0727	sucB	dihydrolipoyltranssuccinase	3.06654143112825	2.0814525527953	0.820285363311133	1.15459254928076	0.499119513561157	0.639814677212776	1.08422618548628	0.985904685108071	0.491468882339456	3.07471941135849	1.0180153090385	0.649688611620818	1.6555110503645	2.25531579357884	1.17529504617241	0	ENC_20120	BN373_13061	ERS227112_03176	ROD_07241	SL1344_0719	SL3261_0719	STMMW_07941	STM_MW07941	SEN0687	t2139	EC958_0841	NCTC13441_03269	CS17_00725	ETEC_0737	BW25113_0727	eco01100	Metabolic pathways 
b0733	cydA	cytochrome d terminal oxidase, subunit I	2.3626874698351	0.133170970963836	-0.569567512683014	0.720045279847311	2.52278557551678	1.96308277956737	1.31371175449163	1.79368409370188	1.23835939566069	0.565981157999868	0.812989760154173	3.97398323655175	2.03431049612232	2.57308388214874	1.75688727593619	7	ENC_20050	BN373_13101	ERS227112_03179	ROD_07271	SL1344_0722	SL3261_0722	STMMW_07971	STM_MW07971	SEN0690	t2136	EC958_0850	NCTC13441_03262	CS17_00731	ETEC_0743	BW25113_0733	eco01100	Metabolic pathways 
b0733	cydA	cytochrome d terminal oxidase, subunit I	2.3626874698351	0.133170970963836	-0.569567512683014	0.720045279847311	2.52278557551678	1.96308277956737	1.31371175449163	1.79368409370188	1.23835939566069	0.565981157999868	0.812989760154173	3.97398323655175	2.03431049612232	2.57308388214874	1.75688727593619	7	ENC_20050	BN373_13101	ERS227112_03179	ROD_07271	SL1344_0722	SL3261_0722	STMMW_07971	STM_MW07971	SEN0690	t2136	EC958_0850	NCTC13441_03262	CS17_00731	ETEC_0743	BW25113_0733	eco00190	Oxidative phosphorylation 
b0733	cydA	cytochrome d terminal oxidase, subunit I	2.3626874698351	0.133170970963836	-0.569567512683014	0.720045279847311	2.52278557551678	1.96308277956737	1.31371175449163	1.79368409370188	1.23835939566069	0.565981157999868	0.812989760154173	3.97398323655175	2.03431049612232	2.57308388214874	1.75688727593619	7	ENC_20050	BN373_13101	ERS227112_03179	ROD_07271	SL1344_0722	SL3261_0722	STMMW_07971	STM_MW07971	SEN0690	t2136	EC958_0850	NCTC13441_03262	CS17_00731	ETEC_0743	BW25113_0733	eco02020	Two-component system 
b0734	cydB	cytochrome d terminal oxidase, subunit II	2.28507121593789	-0.127882444648909	-0.524893105033798	0.347502002138028	2.68168917506102	1.45917688704405	1.88410942426558	2.61072944812189	1.29290903997058	0.498855373609764	0.803832197096576	3.1328673720097	2.86508100660437	2.25889323874984	1.41819700537374	0	ENC_20040	BN373_13111	ERS227112_03180	ROD_07281	SL1344_0723	SL3261_0723	STMMW_07981	STM_MW07981	SEN0691	t2135	EC958_0851	NCTC13441_03261	CS17_00732	ETEC_0744	BW25113_0734	eco00190	Oxidative phosphorylation 
b0734	cydB	cytochrome d terminal oxidase, subunit II	2.28507121593789	-0.127882444648909	-0.524893105033798	0.347502002138028	2.68168917506102	1.45917688704405	1.88410942426558	2.61072944812189	1.29290903997058	0.498855373609764	0.803832197096576	3.1328673720097	2.86508100660437	2.25889323874984	1.41819700537374	0	ENC_20040	BN373_13111	ERS227112_03180	ROD_07281	SL1344_0723	SL3261_0723	STMMW_07981	STM_MW07981	SEN0691	t2135	EC958_0851	NCTC13441_03261	CS17_00732	ETEC_0744	BW25113_0734	eco01100	Metabolic pathways 
b0734	cydB	cytochrome d terminal oxidase, subunit II	2.28507121593789	-0.127882444648909	-0.524893105033798	0.347502002138028	2.68168917506102	1.45917688704405	1.88410942426558	2.61072944812189	1.29290903997058	0.498855373609764	0.803832197096576	3.1328673720097	2.86508100660437	2.25889323874984	1.41819700537374	0	ENC_20040	BN373_13111	ERS227112_03180	ROD_07281	SL1344_0723	SL3261_0723	STMMW_07981	STM_MW07981	SEN0691	t2135	EC958_0851	NCTC13441_03261	CS17_00732	ETEC_0744	BW25113_0734	eco02020	Two-component system 
b0886	cydC	glutathione/cysteine ABC transporter export permease/ATPase	3.62737054043098	0.454218404655653	-0.043264059001913	1.02725315906925	2.4001489592661	1.77719426078807	1.37831012625844	2.75657427122189	2.09735357492265	0.95334398798821	0.619216903296537	3.39011929080262	3.45175180015778	2.45485378700082	2.93716370478499	7	ENC_207added	BN373_15341	ERS227112_03405	ROD_09501	SL1344_0894	SL3261_0894	STMMW_09681	STM_MW09681	SEN0860	t1978	EC958_0998	NCTC13441_03107	CS17_00948	ETEC_0954	BW25113_0886	eco02010	ABC transporters 
b0887	cydD	glutathione/cysteine ABC transporter export permease/ATPase	4.45065300257196	0.243854642727238	-0.153008873958427	1.26257480381139	2.57500215696411	2.11808084205798	1.58892237287193	1.91372421518513	2.21650574167754	0.688017901912193	0.498209176177179	4.17592601775286	3.71859723763906	2.30858696984806	3.85809929766565	0	ENC_17950	BN373_15351	ERS227112_03406	ROD_09511	SL1344_0895	SL3261_0895	STMMW_09691	STM_MW09691	SEN0861	t1977	EC958_0999	NCTC13441_03106	CS17_00949	ETEC_0955	BW25113_0887	eco02010	ABC transporters 
b0918	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	2.73088026961574	2.04480414237373	2.46170881152008	3.03639209883186	3.38014912079547	2.80208130857357	3.37817325876616	2.07073308459007	2.1863157607344	2.31512966654196	-0.016174525679102	0.350785232636874	2.42822956121085	2.32119350379306	2.2793003324435	7	ENC_17650	BN373_15611	ERS227112_03433	ROD_09861	SL1344_0925	SL3261_0925	STMMW_09991	STM_MW09991	SEN0892	t1946	EC958_1129	NCTC13441_02971	CS17_00981	ETEC_0986	BW25113_0918	eco00540	Lipopolysaccharide biosynthesis 
b0918	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	2.73088026961574	2.04480414237373	2.46170881152008	3.03639209883186	3.38014912079547	2.80208130857357	3.37817325876616	2.07073308459007	2.1863157607344	2.31512966654196	-0.016174525679102	0.350785232636874	2.42822956121085	2.32119350379306	2.2793003324435	7	ENC_17650	BN373_15611	ERS227112_03433	ROD_09861	SL1344_0925	SL3261_0925	STMMW_09991	STM_MW09991	SEN0892	t1946	EC958_1129	NCTC13441_02971	CS17_00981	ETEC_0986	BW25113_0918	eco01100	Metabolic pathways 
b0969	tusE	mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase	1.37755824493751	1.10248084239439	1.76987454290981	0.388276394244156	1.10795437195748	0.943550413564568	1.66585472403308	1.16059387490006	1.20707531181877	1.70167864676003	1.4919274209284	1.05399347552733	0.946673961139339	1.79024680657505	1.1983087998577	0	ENC_16580	BN373_16191	ERS227112_03483	ROD_10311	SL1344_1024	SL3261_1024	STMMW_10971	STM_MW10971	SEN0949	t1835	EC958_1174	NCTC13441_02927	CS17_01032	ETEC_1039	BW25113_0969	eco04122	Sulfur relay system 
