Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
sifB	hypothetical protein	X	X	X	0.14915518085999	-0.0476886293202534	0.547392372521318	1.90243153796222	2.0992319931252	2.40468858513363	X	X	X	X	X	X	X	SL1344_1532	SL3261_1532	STMMW_15971	STM_MW15971	SEN1454	t1511	X	X	X	X
pipB	conserved hypothetical protein	X	X	X	-0.24843138049707	0.577026825175592	1.80792306057521	3.39481134757002	2.6706615047903	3.18766331418863	X	X	X	X	X	X	X	SL1344_1027	SL3261_1027	STMMW_11001	STM_MW11001	SEN0952	t1830	X	X	X	X
rtsA	araC family regulatory protein	X	X	X	-0.930933677284355	-0.0741607774236532	0.652696823156685	2.66437087704374	1.92314591416804	2.91152605213881	X	X	X	X	X	X	X	SL1344_4251	SL3261_4251	STMMW_42651	STM_MW42651	SEN4086	t4221	X	X	X	X
	putative glycosyltransferase, cell wall biogenesis	X	X	X	-4.5	-1.70304603166694	0.0365579476197098	2.02813361670556	X	2.69424778379382	X	X	X	X	X	X	X	SL1344_0707	SL3261_0707	STMMW_07821	STM_MW07821	X	t2151	X	X	X	X
rfbV	putative glycosyltransferase	X	X	X	0.725056796994301	-0.0901708440037328	1.95197728354166	2.39453867884959	1.90438997950269	1.72075725317021	X	X	X	X	X	X	X	SL1344_2064	SL3261_2064	STMMW_21181	STM_MW21181	SEN2085A	t0786	X	X	X	X
	putative inner membrane protein	X	X	X	-0.253261486887273	1.44380516214554	1.22358874748857	2.18274489674626	X	2.82866671110633	X	X	X	X	X	X	X	SL1344_4453	SL3261_4453	STMMW_44681	STM_MW44681	X	t4572	X	X	X	X
	putative membrane protein	X	X	X	1.57870028646946	-0.254919087329442	0.542265179365425	1.85190390855533	X	2.20869502854301	X	X	X	X	X	X	X	SL1344_1264	SL3261_1264	STMMW_13361	STM_MW13361	X	t1209	X	X	X	X
rtsB	putative GerE family regulatory protein	X	X	X	-0.109477842736843	-0.574521851411556	-1.07157389948252	2.49266863763629	1.11753260011489	2.02032301008231	X	X	X	X	X	X	X	SL1344_4250	SL3261_4250	STMMW_42641	STM_MW42641	SEN4085	t4220	X	X	X	X
ssaE	type three secretion system protein	X	X	X	2.49570867238397	1.46773175648323	-4.5	2.9238488604482	2.68667309836623	3.04882319002076	X	X	X	X	X	X	X	SL1344_1330	SL3261_1330	STMMW_14011	STM_MW14011	SEN1649	t1264	X	X	X	X
	conserved hypothetical protein	X	X	X	0.144203774066366	-0.984678968923883	X	X	X	0.244964850757824	X	X	X	X	X	X	X	SL1344_4084	SL3261_4084	X	X	X	t3486	X	X	X	X
apl	bacteriophage regulatory protein	X	X	X	-0.0963872620140156	1.37496096653267	X	X	X	1.3324795634959	X	X	X	X	X	X	X	SL1344_2707	SL3261_2707	X	X	X	t4336	X	X	X	X
	hypothetical protein	X	X	X	0.297887784130666	1.08370374041599	1.48061583397838	1.77665954300031	0.647843180219365	-4.5	X	X	X	X	X	X	X	SL1344_2298	SL3261_2298	STMMW_23511	STM_MW23511	SEN2311	t0535	X	X	X	X
	hypothetical protein	X	X	X	2.19515151367183	2.67273491940116	2.55386950643638	-4.5	2.35955665839806	1.3137244737533	X	X	X	X	X	X	X	SL1344_1738	SL3261_1738	STMMW_18021	STM_MW18021	SEN1227	t1067	X	X	X	X
	hypothetical protein	X	X	X	1.67052852375423	-4.5	1.62229002419381	3.04544027211073	X	2.95877610927955	X	X	X	X	X	X	X	SL1344_1203	SL3261_1203	STMMW_12741	STM_MW12741	X	t1146	X	X	X	X
	conserved hypothetical protein	X	X	X	-0.502549261082291	0.873756623746787	0.710283622272009	1.44650038409717	0.44433566980723	0.993586982530203	X	X	X	X	X	X	X	SL1344_3134	SL3261_3134	STMMW_31201	STM_MW31201	SEN3003	t3080	X	X	X	X
	conserved hypothetical protein	X	X	X	X	X	1.31523798857722	-4.5	X	2.65033715057735	X	X	X	X	X	X	X	X	X	STMMW_25211	STM_MW25211	X	t0353	X	X	X	X
STM2209	hypothetical protein	X	X	X	-0.181895623483544	1.58051743551648	X	1.24092098110966	2.29626096944141	3.19732114654104	X	X	X	X	X	X	X	SL1344_2186	SL3261_2186	X	STM_MW22411	SEN2202	t0646	X	X	X	X
siiD	putative type-I secretion protein	X	X	X	-0.200778692148982	-0.114843196089434	-0.0278126572027228	3.30993588996141	2.25915375431585	3.18393177268491	X	X	X	X	X	X	X	SL1344_4196	SL3261_4196	STMMW_42111	STM_MW42111	SEN4029	t4165	X	X	X	X
	putative membrane protein	X	X	2.44054997175184	-4.5	-1.09698556340526	-4.5	2.70401730827746	2.1480294829361	X	X	X	X	X	X	X	ROD_16181	SL1344_1560	SL3261_1560	STMMW_16251	STM_MW16251	SEN1423	X	X	X	X	X
gogB	leucine-rich repeat protein	X	X	3.17661032321297	-1.86002319336922	1.84222660600616	2.03178538944513	2.47610425242308	X	X	X	X	X	X	X	X	ROD_12111	SL1344_2546	SL3261_2546	STMMW_26001	STM_MW26001	X	X	X	X	X	X
srcA	conserved hypothetical protein	X	X	2.37921705071569	-0.0286504831981783	1.05680921736038	1.83483771551447	2.47233531628506	2.37361115419794	3.33541539442466	X	X	X	X	X	X	ROD_29841	SL1344_2114	SL3261_2114	STMMW_21691	STM_MW21691	SEN2133	t0719	X	X	X	X
	hypothetical protein	X	X	2.27307180872999	-0.507131416660974	-0.0232526102463025	X	X	X	0.951846705992733	X	X	X	X	X	X	ROD_20781	SL1344_1989	SL3261_1989	X	X	X	t0860	X	X	X	X
	hypothetical membrane protein	X	X	X	X	X	X	X	X	X	-0.636018239222383	2.00854138836778	X	X	X	X	X	X	X	X	X	X	X	EC958_2374	NCTC13441_01679	X	X
	putative prophage protein	X	X	X	X	X	X	X	X	X	-0.247401677195882	0.469333375965893	X	X	X	X	X	X	X	X	X	X	X	EC958_4863	NCTC13441_03067	X	X
licT	hypothetical protein	X	X	X	X	X	X	X	X	X	-0.796017413231804	0.315624946948041	X	X	X	X	X	X	X	X	X	X	X	EC958_3117	NCTC13441_00924	X	X
focC_2	ECSF_4008-type fimbriae periplasmic chaperone protein	X	X	X	X	X	X	X	X	X	-0.732888019289161	0.44215761394603	X	X	X	X	X	X	X	X	X	X	X	EC958_4609	NCTC13441_04336	X	X
	putitive lysogenic protein	X	X	X	X	X	X	X	X	X	-0.416655048062498	1.19761801676171	X	X	X	X	X	X	X	X	X	X	X	EC958_2160	NCTC13441_01938	X	X
	RNA-directed DNA polymerase	X	X	X	X	X	X	X	X	X	-0.232713052485993	0.733939982061298	X	X	X	X	X	X	X	X	X	X	X	EC958_1446	NCTC13441_02671	X	X
yehA'	putative Yeh fimbriae adhesin YehA	X	X	X	X	X	X	X	X	X	-4.5	2.90256528452105	X	X	X	X	X	X	X	X	X	X	X	EC958_5200	NCTC13441_01605	X	X
mntB_1	putative transport system membrane protein	X	X	X	X	X	X	X	X	X	-0.402579769422056	1.61544915112923	X	X	X	X	X	X	X	X	X	X	X	EC958_4926	NCTC13441_02418	X	X
tap	Dipeptide chemoreceptor protein	X	X	X	X	X	X	X	X	X	0.263861286304713	-4.5	X	X	X	X	X	X	X	X	X	X	X	EC958_4938	NCTC13441_01997	X	X
	hypothetical protein	X	X	X	X	X	X	X	X	X	-0.374113361335676	2.07046154513021	X	X	X	X	X	X	X	X	X	X	X	EC958_5118	NCTC13441_04476	X	X
yhiS		X	X	X	X	X	X	X	X	X	X	X	-0.562373320882655	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_3504	b3504
yhaC	pentapetide repeats-related protein	X	X	X	X	X	X	X	X	X	X	X	-0.150811527369168	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_3121	b3121
yfdF	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-1.51447540820711	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2345	b2345
ytfI	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-0.932513993768307	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4215	b4215
yfbN	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2273	b2273
ydcD	putative immunity protein for RhsE	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_1457	b1457
yrhA		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_3443	b3443
ygeF		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2850	b2850
ykfM	lethality reduction protein, putative inner membrane protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4586	b4586
ykfG	CP4-6 prophage; RadC-like JAB domain protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_0247	b0247
yibG	TPR-like repeat protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_3596	b3596
yqeK	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-0.512226381980687	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2849	b2849
mqsA	antitoxin for MqsR toxin; transcriptional repressor	X	X	X	X	X	X	X	X	X	X	X	1.68861464883359	-4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_3021	b3021
yddL		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_1472	b1472
yjbL	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4047	b4047
rzoQ	putative Rz1-like lipoprotein, Qin prophage	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4689	b4689
mazE	antitoxin of the ChpA-ChpR toxin-antitoxin system	X	X	X	X	X	X	X	X	X	X	X	2.04354683758955	-4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2783	b2783
yncH	IPR020099 family protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_1455	b1455
croE	e14 prophage; putative DNA-binding transcriptional regulator	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_1146	b1146
yjbS	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4621	b4621
ykfK		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4628	b4628
yqcG	membrane stress resistance protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4682	b4682
ldrB	toxic polypeptide, small	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4421	b4421
ymiB	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4672	b4672
tpr	protamine-like protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_1229	b1229
yeeH		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4639	b4639
pmrR	putative membrane-bound BasS regulator	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4703	b4703
yqeL	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4683	b4683
uof	ryhB-regulated fur leader peptide	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4637	b4637
ynbG	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4674	b4674
ykfN		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4626	b4626
yobI	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4677	b4677
iroK	3-hydroxypropionic acid resistance peptide	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4706	b4706
yfjW	CP4-57 prophage; putative inner membrane protein	X	X	X	X	X	X	X	X	X	X	X	-0.143324342005367	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2642	b2642
ypjC		X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_2650	b2650
yeeL	hypothetical protein	X	X	X	X	X	X	X	X	X	-0.247197907152103	2.3112614632305	2.66849779516029	4.5	X	X	X	X	X	X	X	X	X	EC958_2299	NCTC13441_01773	BW25113_4497	b4497
wbbK	lipopolysaccharide biosynthesis protein	X	X	X	X	X	X	X	X	X	-0.0631341524128865	1.91514634239024	3.1459033389112	4.5	X	X	X	X	X	X	X	X	X	EC958_2372	NCTC13441_01681	BW25113_2032	b2032
yjiC	uncharacterized protein	X	X	X	X	X	X	X	X	X	-0.13355735946443	1.59977097891847	1.72839921372126	4.5	X	X	X	X	X	X	X	X	X	EC958_0057	NCTC13441_04068	BW25113_4325	b4325
tdcF	putative reactive intermediate deaminase	X	X	X	X	X	X	X	X	X	1.8578296983227	2.28514497853726	1.80826537508208	-4.5	X	X	X	X	X	X	X	X	X	EC958_3516	NCTC13441_00576	BW25113_3113	b3113
yaiS	putative PIG-L family deacetylase	X	X	X	X	X	X	X	X	X	-0.566905692552755	1.29617979863164	2.45739234827561	4.5	X	X	X	X	X	X	X	X	X	EC958_4970	NCTC13441_01755	BW25113_0364	b0364
ybcO	DLP12 prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	1.97035253779178	2.08158312394979	-0.321759568809509	4.5	X	X	X	X	X	X	X	X	X	EC958_4881	NCTC13441_02757	BW25113_0549	b0549
safA	two-component system connector membrane protein, EvgSA to PhoQP	X	X	X	X	X	X	X	X	X	-4.5	0.972754442978022	-4.5	4.5	X	X	X	X	X	X	X	X	X	EC958_1763	NCTC13441_02338	BW25113_1500	b1500
ydfA	Qin prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	0.861216989238734	-0.198911588799797	-4.5	4.5	X	X	X	X	X	X	X	X	X	EC958_4966	NCTC13441_01800	BW25113_1571	b1571
ydfB	Qin prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	1.80881057230185	2.06860606366541	2.28971562823413	-4.5	X	X	X	X	X	X	X	X	X	EC958_4912	NCTC13441_02571	BW25113_1572	b1572
ykgR	uncharacterized protein	X	X	X	X	X	X	X	X	X	-4.5	2.26552277318628	-4.5	4.5	X	X	X	X	X	X	X	X	X	EC958_4849	NCTC13441_03673	BW25113_4671	b4671
yneM	inner membrane-associated protein	X	X	X	X	X	X	X	X	X	1.06933400753248	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	EC958_4929	X	BW25113_4599	b4599
dicC	Qin prophage; DNA-binding transcriptional regulator for DicB	X	X	X	X	X	X	X	X	X	1.48230966234355	-4.5	2.69683067857735	4.5	X	X	X	X	X	X	X	X	X	EC958_4915	NCTC13441_02568	BW25113_1569	b1569
tnaB	tryptophan transporter of low affinity	X	X	X	X	X	X	X	X	X	3.10295641046337	3.26533763480638	3.56471071168185	-4.5	X	X	X	X	X	X	X	X	X	EC958_4182	NCTC13441_04808	BW25113_3709	b3709
wcaB	putative acyl transferase	X	X	2.54006371634836	2.14182872103583	2.25597716921198	2.22307907985341	1.75080622868862	1.78821477270352	1.41691272206921	2.12575126851153	1.82281080940121	-4.5	4.5	X	X	ROD_21941	SL1344_2091	SL3261_2091	STMMW_21461	STM_MW21461	SEN2110	t0758	EC958_2398	NCTC13441_01654	BW25113_2058	b2058
napB	nitrate reductase, small, cytochrome C550 subunit, periplasmic	X	X	2.25684360563361	1.60988108699675	2.16391099608658	1.69429441196879	-0.0406429964979335	1.51683421433813	2.19741647851021	1.73532423287385	1.72328995079595	2.17793358942188	4.5	X	X	ROD_23341	SL1344_2226	SL3261_2226	STMMW_22811	STM_MW22811	SEN2239	t0608	EC958_2539	NCTC13441_01506	BW25113_2203	b2203
cfaD	transcriptional activator	X	X	3.02738720683144	X	X	X	X	1.35570248452849	X	-0.302772468869921	0.0930911760535969	X	X	X	X	ROD_41321	X	X	X	X	SEN4251	X	EC958_4612	NCTC13441_04332	X	X
yddM	putative DNA-binding transcriptional regulator	X	X	0.474240283245963	X	X	X	X	X	X	0.39600030780518	-4.5	-4.5	4.5	X	X	ROD_15581	X	X	X	X	X	X	EC958_1742	NCTC13441_02353	BW25113_1477	b1477
ydiL	putative HTH domain DNA-binding protein	X	X	X	2.88362977643443	2.30344779490596	2.15946215817383	3.23450327738768	2.74125912882047	X	2.68654021925641	3.54539072862445	3.3306409403308	-4.5	X	X	X	SL1344_1297	SL3261_1297	STMMW_13691	STM_MW13691	SEN1682	X	EC958_1909	NCTC13441_02190	BW25113_1689	b1689
	hypothetical protein	X	X	X	X	X	X	X	X	2.28450558375412	-1.57428919263674	X	X	X	X	X	X	X	X	X	X	X	t0729	EC958_3101	X	X	X
chpS	antitoxin of the ChpBS toxin-antitoxin system	X	X	2.6150691359064	X	X	X	X	X	X	2.61495732839238	2.60274567424405	2.6551465529739	-4.5	X	X	ROD_32841	X	X	X	X	X	X	EC958_4718	NCTC13441_04222	BW25113_4224	b4224
	hypothetical protein	X	X	2.03287430231816	X	X	X	X	X	X	-0.145468863654394	0.116097365254042	X	X	X	X	ROD_41311	X	X	X	X	X	X	EC958_5121	NCTC13441_04333	X	X
yceQ	uncharacterized protein	X	X	X	X	X	-0.16339693452803	0.879959965198665	X	0.945769985209675	1.82079175455751	X	2.36605017469405	-4.5	X	X	X	X	X	STMMW_11941	STM_MW11941	X	t1733	EC958_1280	X	BW25113_1085	b1085
ykgA	hypothetical transcriptional regulator YkgA	X	X	X	-4.5	-4.5	-4.5	X	2.39204215021584	2.88968589170297	2.86309194937014	3.03991754132901	2.96416865735379	4.5	X	X	X	SL1344_1601	SL3261_1601	STMMW_16661	X	SEN1361	t1575	EC958_0449	NCTC13441_03665	BW25113_0300	b0300
cspI	Qin prophage; cold shock protein	X	X	X	1.5670614305405	1.26222119680093	1.8659788548237	-4.5	1.96257695377055	3.10337594369659	X	X	2.30838478588236	4.5	X	X	X	SL1344_1924	SL3261_1924	STMMW_19751	STM_MW19751	SEN1014	t0882	X	X	BW25113_1552	b1552
ygeG	SycD-like chaperone family TPR-repeat-containing protein	X	X	X	2.73780899821769	2.48068795735277	2.60954238917437	3.56477252647617	2.85767635371774	3.31972291267705	X	X	-4.5	4.5	X	X	X	SL1344_2865	SL3261_2865	STMMW_28481	STM_MW28481	SEN2727	t2788	X	X	BW25113_2851	b2851
yaaY	uncharacterized protein	X	X	1.05013341322551	1.76973585702987	2.30481579775792	1.67615767494276	1.16894894206327	1.4109294529499	1.49594957381378	X	X	-4.5	4.5	X	X	ROD_00213	SL1344_0045	SL3261_0045	STMMW_00451	STM_MW00451	SEN0044	t0046	X	X	BW25113_0024	b0024
rpmJ	50S ribosomal subunit protein L36	X	X	0.902972834183816	0.331343642117916	1.18542841042864	1.35576983062407	-4.5	1.14803873882168	0.476128834395111	-4.5	-4.5	1.59083025065641	4.5	X	X	ROD_45222	SL1344_3386	SL3261_3386	STMMW_34121	STM_MW34121	SEN3247	t4086	EC958_5073	NCTC13441_00396	BW25113_3299	b3299
yehD	putative fimbrial-like adhesin protein	X	X	3.08965649015694	1.96802631235398	2.14026451929394	1.99035280167644	3.44787586018481	2.73840204502481	3.29072840174228	-4.5	1.3263729419832	2.4435625102873	4.5	X	X	ROD_22341	SL1344_2129	SL3261_2129	STMMW_21831	STM_MW21831	SEN2145B	t0704	EC958_2446	NCTC13441_01599	BW25113_2111	b2111
ygeN	cell invasion protein	X	X	X	2.5983872301253	2.62727952432378	2.64723542313295	3.17767751162562	2.61898000557526	3.20215937418952	X	X	-4.5	4.5	X	X	X	SL1344_2849	SL3261_2849	STMMW_28311	STM_MW28311	SEN2711	t2771	X	X	BW25113_2858	b2858
ybfB	putative membrane protein	X	X	1.95993928732904	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	ROD_23651	X	X	X	X	X	X	X	X	BW25113_0702	b0702
yoaI	uncharacterized protein	X	X	1.51112717556793	X	X	X	X	X	X	1.12933690576282	X	-4.5	4.5	X	X	ROD_12652	X	X	X	X	X	X	EC958_2010	X	BW25113_1788	b1788
ydaE	conserved protein, Rac prophage	X	X	X	2.00094247887671	2.70747803648623	2.81945167107417	3.0317134524565	X	X	X	X	-4.5	4.5	X	X	X	SL1344_0948	SL3261_0948	STMMW_10211	STM_MW26511	X	X	X	X	BW25113_4526	b4526
rfaG_2	putative glycosyltransferase	X	X	X	1.59202675365765	0.545250795829601	2.56274133969967	2.85232042154186	2.54502013383596	2.68706318924122	-0.107865125349887	1.94926178342932	X	X	X	X	X	SL1344_2063	SL3261_2063	STMMW_21171	STM_MW21171	SEN2085	t0787	EC958_2375	NCTC13441_01678	X	X
yafN	antitoxin of the YafO-YafN toxin-antitoxin system	X	X	X	-0.680402154140692	-0.0549535101487046	X	X	X	X	X	X	0.82471186632584	-4.5	X	X	X	SL1344_1480	SL3261_1480	X	X	X	X	X	X	BW25113_0232	b0232
	conserved hypothetical protein	3.0450506389832	-4.5	X	X	X	X	X	X	X	X	X	X	X	BN373_09851	ERS227112_02845	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.3223501764618	-0.474808099027075	X	X	X	X	X	X	X	X	X	X	X	BN373_18941	ERS227112_05459A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	-4.5	2.63420440490724	X	X	X	X	X	X	X	X	X	X	X	BN373_16371	ERS227112_03503	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	2.01285044147038	-4.5	X	X	X	X	X	X	X	X	X	X	X	BN373_17711	ERS227112_03617A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	0.416508605501945	-0.0899669397914102	X	X	X	X	X	X	X	X	X	X	X	BN373_05261	ERS227112_02375B	X	X	X	X	X	X	X	X	X	X	X
	ROK family protein	1.06681652536027	-4.5	X	X	X	X	X	X	X	X	X	X	X	BN373_28791	ERS227112_04367A	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	1.35707732669094	-4.5	X	X	X	X	X	X	X	X	X	X	X	BN373_44561	ERS227112_00763A	X	X	X	X	X	X	X	X	X	X	X
yoaK	conserved hypothetical protein	-4.5	1.2090777744326	X	X	X	X	X	X	X	X	X	X	X	BN373_17931	ERS227112_03637	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	0.924387141615747	-4.5	X	X	X	X	X	X	X	X	X	X	X	BN373_05251	ERS227112_02375A	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.14110132160005	-4.5	X	X	X	X	X	X	X	X	X	X	X	BN373_09801	ERS227112_02839	X	X	X	X	X	X	X	X	X	X	X
