Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoCS17 NPEQ	EsCoH10407 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoCS17 locus tag	EsCoH10407 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
rho	transcription termination factor	4.08861973348052	5.04575844358586	3.07221906882861	3.52329361515956	3.2222085114794	3.72770928709756	3.383065040853	4.01786771905203	5.76063459917863	2.84950338684319	2.95448021813893	4.28479899371211	3.28117938693257	3.74210073447724	4.00103021486469	7	ENC_02190	BN373_49111	ERS227112_01753	ROD_39641	SL1344_3876	SL3261_3876	STMMW_38921	STM_MW38921	SEN3722	t3380	EC958_4244	NCTC13441_04740	CS17_04233	ETEC_4065	BW25113_3783	b3783
serS	seryl-tRNA synthetase	3.59180749033989	2.93019722371578	3.43496649205064	4.35964507894459	3.45321029338127	3.41781443842334	4.77548914862443	3.1716303752744	2.85463234676752	3.5005975622126	3.15010933901663	3.40464146401279	2.58254528300177	4.23825158570605	3.2222539592181	7	ENC_17880	BN373_15411	ERS227112_03412	ROD_09571	SL1344_0901	SL3261_0901	STMMW_09751	STM_MW09751	SEN0868	t1971	EC958_1005	NCTC13441_03100	CS17_00955	ETEC_0961	BW25113_0893	b0893
hisS	histidyl tRNA synthetase	3.5778757974091	2.88681560536935	3.73375125937258	4.01955720159466	3.42098683155329	3.96094813790473	2.78207527509998	2.94766040276522	3.09836186972493	3.21826216608938	4.13183666523373	2.42642781390186	3.04460391765408	3.16236979270686	3.40429199403192	7	ENC_754added	BN373_35011	ERS227112_00071	ROD_24571	SL1344_2484	SL3261_2484	STMMW_25391	STM_MW25391	SEN2502	t0334	EC958_2824	NCTC13441_01222	CS17_02800	ETEC_2671	BW25113_2514	b2514
accC	acetyl-CoA carboxylase, biotin carboxylase subunit	2.40795843616421	4.76376880898951	3.9742229315079	2.95033588354669	3.09253072942778	3.61051071208504	2.50667284728192	3.47578532114424	6.09003438026571	3.2849933748045	3.94967922447409	3.84115708269192	2.88405917452614	1.98962898293259	3.60455953226477	7	ENC_35050	BN373_43061	ERS227112_00941	ROD_45581	SL1344_3353	SL3261_3353	STMMW_33781	STM_MW33781	SEN3214	t3295	EC958_3648	NCTC13441_00445	CS17_03691	ETEC_3515	BW25113_3256	b3256
fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	2.41636897096214	4.11755909310851	3.41919769074551	3.64492321809015	2.72842418972987	2.56798481618468	2.67819720233615	2.81545225037579	3.8716546142317	3.14976617021863	4.32250830348314	3.53710165179939	2.80803744944451	3.05457668216127	2.37013738891662	7	ENC_38840	BN373_33231	ERS227112_03866	ROD_27351	SL1344_2347	SL3261_2347	STMMW_24001	STM_MW24001	SEN2360	t0486	EC958_2658	NCTC13441_01388	CS17_02625	ETEC_2459	BW25113_2323	b2323
murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	3.76777298245403	3.31734136292908	4.05172080710306	3.39410601750642	2.59501908372469	3.28711031417588	3.29428505869879	3.50481411709669	3.71960718009187	2.98312234327117	3.91029354732834	3.08963401146059	3.47564432873484	4.36339435434548	3.50156639114832	7	ENC_34260	BN373_42491	ERS227112_00999	ROD_46311	SL1344_3279	SL3261_3279	STMMW_33061	STM_MW33061	SEN3140	t3224	EC958_3589	NCTC13441_00503	CS17_03631	ETEC_3454	BW25113_3189	b3189
murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	3.66108003099758	4.54931866209254	3.7048129359422	4.34345445095103	3.91909705756647	4.22848141833195	5.42238302590076	3.26787771905548	3.617519786831	3.63649574990955	4.17801159480831	3.74052473332953	3.89252865922353	3.41416021419812	3.04575601829601	7	ENC_45980	BN373_05791	ERS227112_02427	ROD_00921	SL1344_0124	SL3261_0124	STMMW_01301	STM_MW01301	SEN0125	t0128	EC958_0226	NCTC13441_03899	CS17_00086	ETEC_0084	BW25113_0086	b0086
metK	S-adenosylmethionine synthetase	3.47458240035137	4.39606351631312	3.41253036286785	4.22445776977989	4.37427324427137	3.94333624797125	3.96411366955529	3.50531056815228	3.56406269383294	3.59380567509449	4.15170428985255	3.2912331116678	3.46233489031893	2.7427859804088	3.18187962593925	7	ENC_31920	BN373_40281	ERS227112_01288	ROD_50471	SL1344_3065	SL3261_3065	STMMW_30511	STM_MW30511	SEN2933	t3002	EC958_5057	NCTC13441_00810	CS17_03304	ETEC_3132	BW25113_2942	b2942
obgE	GTPase involved in cell partioning and DNA repair	3.44296770172144	3.29454091146265	2.28205368575534	3.74286501659582	3.99239394173703	2.67140098866173	4.51986163954398	3.01540785100698	3.2729664283812	2.54477998796386	3.96259901608145	3.33876607282999	2.91540197864294	3.28228557106508	3.09908987439551	7	ENC_34200	BN373_42431	ERS227112_01005	ROD_46371	SL1344_3273	SL3261_3273	STMMW_33001	STM_MW33001	SEN3134	t3218	EC958_3583	NCTC13441_00509	CS17_03625	ETEC_3448	BW25113_3183	b3183
hemA	glutamyl tRNA reductase	3.2760138105694	3.83775269624807	3.65546574386886	4.26393648593965	4.1515460963438	2.799413418276	1.89836176321845	2.57484754002514	5.2683546537077	2.50557313629132	2.76630930149268	3.35268839227683	2.72860450642585	4.14539366975828	1.99799337284345	7	ENC_07590	BN373_28291	ERS227112_04433	ROD_18031	SL1344_1705	SL3261_1705	STMMW_17691	STM_MW17691	SEN1262	t1099	EC958_1478	NCTC13441_02632	CS17_01388	ETEC_1314	BW25113_1210	b1210
ftsY	Signal Recognition Particle (SRP) receptor	4.35314371625832	4.11497553371072	4.53627259093112	3.93054212273931	2.37244723269981	3.00900417504117	2.67437325132599	2.83466762090853	1.99008583233943	3.76078420636819	5.36986441311114	4.55054483102482	3.67206453432628	3.8975277920467	2.03324659075915	7	ENC_26560	BN373_44651	ERS227112_00755	ROD_43571	SL1344_3536	SL3261_3536	STMMW_35601	STM_MW35601	SEN3394	t3951	EC958_3858	NCTC13441_00236	CS17_03884	ETEC_3710	BW25113_3464	b3464
ftsZ	GTP-binding tubulin-like cell division protein	3.28202709165204	3.92765754844341	3.30138351937402	3.9527841991308	3.33699399988752	3.80625263060155	4.46564681303052	2.85575565044573	3.56258458035137	3.15063683784588	4.14237874573096	3.44089444719085	3.47477694882027	2.57509583949496	2.78154081435841	7	ENC_46070	BN373_05881	ERS227112_02436	ROD_01011	SL1344_0133	SL3261_0133	STMMW_01391	STM_MW01391	SEN0134	t0137	EC958_0235	NCTC13441_03890	CS17_00095	ETEC_0093	BW25113_0095	b0095
pgk	phosphoglycerate kinase	3.4174635850134	4.0674126335249	3.35189132311833	4.33097630783888	4.24574267199552	3.19832443465138	3.08887427858805	2.31357034211259	2.6339211736086	2.42905806430263	1.78588575264506	3.44953169458715	2.48054240701751	2.82082547681138	3.07932779029309	7	ENC_31600	BN373_40191	ERS227112_01310	ROD_50671	SL1344_3045	SL3261_3045	STMMW_30301	STM_MW30301	SEN2912	t2988	EC958_3205	NCTC13441_00830	CS17_03285	ETEC_3118	BW25113_2926	b2926
dfp	fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding	2.69590143574027	3.47802666009137	4.0806600859184	3.34100728672963	4.75138405189287	3.42937896564096	3.34472590610398	3.9455006897591	4.95678782103629	3.72978475678085	2.71872733410377	3.80722369818692	1.95096956354187	2.87076805619218	3.64289496603165	7	ENC_02580	BN373_46221	ERS227112_00598	ROD_41761	SL1344_3696	SL3261_3696	STMMW_37191	STM_MW37191	SEN3552	t3788	EC958_4047	NCTC13441_00044	CS17_04086	ETEC_3880	BW25113_3639	b3639
ispG	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	3.13370752002979	3.0283777483811	3.45638247445354	3.79706588807466	3.86682743412774	3.55975314821622	4.04798992765025	2.46169900951928	2.00049851680681	2.97882525211634	3.8005484151687	2.44505040044403	2.86429472151147	2.32728459503501	3.12275511934886	7	ENC_37470	BN373_35021	ERS227112_00069A	ROD_24581	SL1344_2485	SL3261_2485	STMMW_25401	STM_MW25401	SEN2503	t0333	EC958_2825	NCTC13441_10added	CS17_42added	ETEC_2672	BW25113_2515	b2515
mraY	phospho-N-acetylmuramoyl-pentapeptide transferase	3.23359487531698	2.72384190560556	3.08307022773748	3.81978185384433	3.1877511329659	2.95041382292864	2.43513528107754	2.85459032699246	2.25098556671118	3.08046613938782	2.56820473692785	3.26949738702496	3.06925990968091	3.65485416757099	2.82208546323933	7	ENC_45990	BN373_05801	ERS227112_02428	ROD_00931	SL1344_0125	SL3261_0125	STMMW_01311	STM_MW01311	SEN0126	t0129	EC958_0227	NCTC13441_03898	CS17_00087	ETEC_0085	BW25113_0087	b0087
lpxB	tetraacyldisaccharide-1-P synthase	3.41293312345222	3.95726067291812	3.38930456307557	3.90590076236452	2.38905566428799	3.76576147207296	3.08668603803909	3.04889483208029	3.08647423372904	2.85313295273434	2.71218891927254	3.30356128972171	3.49476142135409	3.80379628602612	2.87046142718752	7	ENC_47050	BN373_06871	ERS227112_02537	ROD_01851	SL1344_0230	SL3261_0230	STMMW_02351	STM_MW02351	SEN0236	t0230	EC958_0328	NCTC13441_03794	CS17_00192	ETEC_0177	BW25113_0182	b0182
dnaN	DNA polymerase III, beta subunit	3.99003883541373	4.14504327884347	1.80727113314286	3.00609648533934	4.43666911531976	4.10972999437478	4.25815858636595	1.74371245942588	3.08381143725405	3.07570176321797	4.77562117015454	2.93609242662832	2.77577585446014	4.30714842931337	2.83288484432433	7	ENC_03930	BN373_47481	ERS227112_00471	ROD_40261	SL1344_3804	SL3261_3804	STMMW_38221	STM_MW38221	SEN3654	t3682	EC958_4174	NCTC13441_04815	CS17_04152	ETEC_3991	BW25113_3701	b3701
waaA	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	4.18832460137253	3.65465068278485	2.47064623924826	4.72662917167999	3.63992666697861	4.61050225669174	5.18391076163935	3.97545208372189	6.00166860977766	3.74354801891076	4.11771267630869	3.90342259690143	2.3315511582553	3.54137883233906	3.05160445342156	7	ENC_37added	BN373_46151	ERS227112_00605	ROD_41831	SL1344_3690	SL3261_3690	STMMW_37131	STM_MW37131	SEN3546	t3794	EC958_4041	NCTC13441_00050	CS17_04080	ETEC_3874	BW25113_3633	b3633
asd	aspartate-semialdehyde dehydrogenase, NAD(P)-binding	3.18884395436327	2.92152703067236	3.60466364251226	3.94974129069565	3.95868085182362	3.58502060507352	3.85671423632812	3.47188093071205	2.98398680899232	3.10676271118168	3.07929829494668	3.73687634630386	3.2082864561633	4.24997411190263	3.19959196429753	7	ENC_26270	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	CS17_03856	ETEC_3682	BW25113_3433	b3433
lolE	lipoprotein-releasing system transmembrane protein	3.02164246551074	3.84013963802446	3.39297475345647	4.27695993897488	4.17334747503452	2.22900729178753	4.48186403094963	2.6473589377967	2.96953926765481	2.99667540187961	3.23606690391086	3.60069208752336	5.15341511859908	3.13927477317607	3.20658855936342	7	ENC_15200	BN373_17291	ERS227112_03593	ROD_11851	SL1344_1156	SL3261_1156	STMMW_12281	STM_MW12281	SEN1830	t1701	EC958_1315	NCTC13441_02794	CS17_01256	ETEC_1183	BW25113_1118	b1118
lptG	lipopolysaccharide export ABC permease	3.43669477080815	2.22779851448413	2.51016178489986	3.54240058345835	3.74872394760192	4.1133951447834	2.25457513359188	3.30267043716068	3.30512377573733	3.378683293158	2.9749797442724	3.27900526539063	2.90095543144256	3.51838647356591	3.19980253411484	7	ENC_34480	BN373_02841	ERS227112_02149	ROD_33281	SL1344_4410	SL3261_4410	STMMW_44261	STM_MW44261	SEN4233	t4514	EC958_4757	NCTC13441_04186	CS17_04747	ETEC_4608	BW25113_4262	b4262
dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	3.43217784728831	3.94809088765233	3.50275351963912	4.00054127389461	4.07870588025652	3.89605859674567	3.20237005369587	3.13797490678771	2.62072526819836	3.04530091991294	2.98003222762258	3.57616802546676	3.02433813247326	3.5582111284143	3.12475616174961	7	ENC_46960	BN373_06781	ERS227112_02528	ROD_01761	SL1344_0221	SL3261_0221	STMMW_02261	STM_MW02261	SEN0227	t0221	EC958_0319	NCTC13441_03804	CS17_00182	ETEC_0168	BW25113_0173	b0173
ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	3.72735114907712	3.74061461091191	3.12325397611023	3.5955304685216	4.24394447965922	3.7865260854997	4.40170754502967	2.6503969006128	4.40204447473759	2.62934422167795	4.02002830447593	3.4787294848219	4.87526207581153	2.48892631053254	3.07853655952629	7	ENC_23450	BN373_08551	ERS227112_02717	ROD_04631	SL1344_0410	SL3261_0410	STMMW_04861	STM_MW04861	SEN0398	t2447	EC958_0552	NCTC13441_03565	CS17_00444	ETEC_0467	BW25113_0414	b0414
murG	N-acetylglucosaminyl transferase	3.23963132808463	3.82143649404036	2.25823035642234	3.73142207558776	3.28229278086387	3.75126890545182	2.82206905578669	2.80452243792919	4.54569412043973	2.45237479084696	3.77084754747258	3.03618652331924	3.01700497472669	2.16054364658025	2.55832480998959	7	ENC_46020	BN373_05831	ERS227112_02431	ROD_00961	SL1344_0128	SL3261_0128	STMMW_01341	STM_MW01341	SEN0129	t0132	EC958_0230	NCTC13441_03895	CS17_00090	ETEC_0088	BW25113_0090	b0090
pheS	phenylalanine tRNA synthetase, alpha subunit	3.06215007104924	3.15971537243568	3.08667720625834	4.08330112721619	3.56910003520268	2.86982226930584	2.26331969547302	2.13269160073818	3.22149228579993	3.17537680940854	3.35507626351477	2.73548120906648	3.60014493514066	1.91608052615186	2.24877023867115	7	ENC_14140	BN373_27621	ERS227112_04497	ROD_13411	SL1344_1271	SL3261_1271	STMMW_13441	STM_MW13441	SEN1707	t1218	EC958_1936	NCTC13441_02165	CS17_01897	ETEC_1747	BW25113_1714	b1714
rpoA	RNA polymerase, alpha subunit	3.4157793797184	3.04349777802252	3.5657562426765	3.30216335382756	2.66230435408949	3.12479359600294	2.47654160559967	3.15321950101493	1.87966346831184	2.84412009195938	2.70756179697362	3.30292016091255	2.59244777880135	2.85758203198845	3.04121261419703	7	ENC_25100	BN373_43321	ERS227112_00890	ROD_45261	SL1344_3382	SL3261_3382	STMMW_34081	STM_MW34081	SEN3243	t4090	EC958_3689	NCTC13441_00400	CS17_03730	ETEC_3547	BW25113_3295	b3295
tsaD	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; glycation binding protein	3.26914109111998	3.74951240510085	3.42719348160886	2.96012805361989	4.20866324773956	2.81242502144496	4.38061332220112	3.28037605751376	3.30722405637799	3.04127751332904	3.7057299475068	2.5906471436085	4.56168081267152	2.69092005853522	3.38732671346794	7	ENC_33090	BN373_41261	ERS227112_01134	ROD_36161	SL1344_3182	SL3261_3182	STMMW_31691	STM_MW31691	SEN3051	t3128	EC958_3470	NCTC13441_00628	CS17_03494	ETEC_3335	BW25113_3064	b3064
lpxD	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	3.15842176833318	3.66049975359271	3.17584413115033	3.91036425274816	2.63059884931644	3.66167058797724	2.59219404644747	2.00500939298684	2.89773925425854	2.7409644895974	3.76949588861716	3.18910733778213	4.20246819830396	3.40145817577069	2.84408031898803	7	ENC_47020	BN373_06841	ERS227112_02534	ROD_01821	SL1344_0227	SL3261_0227	STMMW_02321	STM_MW02321	SEN0233	t0227	EC958_0325	NCTC13441_03797	CS17_00189	ETEC_0174	BW25113_0179	b0179
glyQ	glycine tRNA synthetase, alpha subunit	2.93508135835885	3.06034773765916	3.75059465650328	2.59309816472106	3.5169443764888	4.24424829428234	3.49642591603537	2.14159953916732	3.1909113922078	1.99914055639036	3.50023907640817	3.6047309377635	4.69595436946981	2.48752262954463	2.2806428734022	7	ENC_47300	BN373_45661	ERS227112_00656	ROD_42461	SL1344_3621	SL3261_3621	STMMW_36451	STM_MW36451	SEN3478	t3863	EC958_3965	NCTC13441_00124	CS17_04004	ETEC_3804	BW25113_3560	b3560
lptF	lipopolysaccharide export ABC permease	3.57096971657889	4.33503449120236	3.33803545773369	2.86930357474087	3.13764532300533	3.10491887630284	2.22053414444467	3.29730593125858	1.88871056410725	3.3993632213932	3.18935485468712	3.48324696792291	3.74672943949513	4.32741686055253	3.35892834690553	7	ENC_710added	BN373_02831	ERS227112_02148	ROD_33271	SL1344_4409	SL3261_4409	STMMW_44251	STM_MW44251	SEN4232	t4513	EC958_4756	NCTC13441_04187	CS17_04746	ETEC_4607	BW25113_4261	b4261
accA	acetyl-CoA carboxylase, carboxytransferase, alpha subunit	3.03967582851203	3.51784890535675	3.02496732322572	3.35632432388065	3.52983838790041	3.33074703586153	2.5060312055127	2.628309891459	3.10445391131616	2.47803857782078	3.52397855244751	2.97218758511485	3.01567691586438	3.62253293840259	2.77872185502866	7	ENC_47080	BN373_06901	ERS227112_02540	ROD_01881	SL1344_0233	SL3261_0233	STMMW_02381	STM_MW02381	SEN0239	t0233	EC958_0331	NCTC13441_03791	CS17_00195	ETEC_0180	BW25113_0185	b0185
prs	phosphoribosylpyrophosphate synthase	3.34387932869336	2.44593482235465	3.3799583456639	2.59844949368694	2.25771581536977	2.20028651848552	2.46108837397524	1.9792427691431	2.90131021342782	2.94701380049533	3.37993042173289	2.86745717917758	3.33901161252752	2.21086168425566	2.28548926710073	7	ENC_07550	BN373_28321	ERS227112_04430	ROD_18061	SL1344_1708	SL3261_1708	STMMW_17721	STM_MW17721	SEN1259	t1096	EC958_1475	NCTC13441_02635	CS17_01385	ETEC_1311	BW25113_1207	b1207
lpxC	UDP-3-O-acyl N-acetylglucosamine deacetylase	2.14292241268979	2.12009790845578	3.27541243281504	3.47070154095001	3.73624817226081	3.51432616409146	2.24322170216842	2.88436246588161	2.65203337521746	3.17125587789573	3.10731717494357	2.98637584350511	2.42708631932211	1.78957527039878	2.63247693422946	7	ENC_46080	BN373_05891	ERS227112_02437	ROD_01021	SL1344_0134	SL3261_0134	STMMW_01401	STM_MW01401	SEN0135	t0138	EC958_0236	NCTC13441_03889	CS17_00096	ETEC_0094	BW25113_0096	b0096
psd	phosphatidylserine decarboxylase	3.02696251300252	3.69151627983685	2.91508743176405	3.80861733230109	3.15340524558455	3.6068056856721	2.1291659292255	2.05357318407606	3.507712008218	2.96997784631909	2.98114396998191	3.1483479146911	4.37008568142971	2.20214535363682	2.59817469191459	7	ENC_42620	BN373_01701	ERS227112_02035	ROD_32221	SL1344_4285	SL3261_4285	STMMW_42961	STM_MW42961	SEN4118	t4400	EC958_4650	NCTC13441_04293	CS17_04639	ETEC_4509	BW25113_4160	b4160
accD	acetyl-CoA carboxylase, beta (carboxyltransferase) subunit	3.02779986384886	3.16739621186258	2.79156357324779	3.18401806771631	3.65358033746909	2.97881537906629	2.69434618849541	2.23776117128628	4.97215391917145	2.51111631826967	2.65153169082337	2.79408553071303	2.917056687871	2.75662301026107	2.80076482207352	7	ENC_38910	BN373_33161	ERS227112_03873	ROD_27281	SL1344_2335	SL3261_2335	STMMW_23881	STM_MW23881	SEN2348	t0498	EC958_2651	NCTC13441_01395	CS17_02563	ETEC_2452	BW25113_2316	b2316
holA	DNA polymerase III, delta subunit	3.36222361526368	3.37890393239364	2.52929545238895	3.5268019339766	3.80993270527412	2.68379918569849	4.02933721411949	2.44086632920888	3.16307628163598	2.74339976983022	3.38113753047726	2.71215065923535	4.39060993286442	3.55326646341282	2.85204974686261	7	ENC_20700	BN373_12521	ERS227112_03114	ROD_06601	SL1344_0634	SL3261_0634	STMMW_07111	STM_MW07111	SEN0615	t2221	EC958_0759	NCTC13441_03355	CS17_00646	ETEC_0668	BW25113_0640	b0640
ispB	octaprenyl diphosphate synthase	3.12012318076661	2.62450950958799	2.16996646079971	3.43501551956471	2.78294763438331	3.22904006642011	2.57428953845086	2.97735980355815	2.43646796959751	2.64969933376165	3.42880215126165	3.35140122996856	2.45116810968449	2.71617561361527	2.99159359722452	7	ENC_34240	BN373_42471	ERS227112_01001	ROD_46331	SL1344_3277	SL3261_3277	STMMW_33041	STM_MW33041	SEN3138	t3222	EC958_3587	NCTC13441_00505	CS17_03629	ETEC_3452	BW25113_3187	b3187
era	membrane-associated, 16S rRNA-binding GTPase	2.97143327864408	2.90045127213076	2.35953986352462	2.94717218037202	3.60063073984375	3.31768915876065	3.11233050416232	2.41995901725362	1.82562813125284	2.74706798687102	3.48390178670698	2.33695303048859	2.3762866853973	2.02275252573542	2.62141391162479	7	ENC_36950	BN373_35491	ERS227112_00022	ROD_25121	SL1344_2542	SL3261_2542	STMMW_25961	STM_MW25961	SEN2560	t0276	EC958_2872	NCTC13441_01173	CS17_02855	ETEC_2779	BW25113_2566	b2566
coaA	pantothenate kinase	2.73224645949232	4.72688941690654	3.07709075916315	2.93157342352281	3.71387317410816	3.91385301859653	3.47723032277339	4.71986735574714	3.30911241624145	3.12805875270137	3.71467056171288	4.7042780803109	3.82174565494469	4.70615753548171	2.78989805591035	7	ENC_01470	BN373_49721	ERS227112_01822	ROD_37751	SL1344_4083	SL3261_4083	STMMW_40981	STM_MW40981	SEN3928	t3487	EC958_5090	NCTC13441_04521	CS17_04436	ETEC_4238	BW25113_3974	b3974
nadK	NAD kinase	2.82328950511179	2.67891670543104	2.89789798454697	3.36356859957735	3.71603220453543	3.53859347525394	3.90999656958824	2.99503701898586	3.71727823467282	3.36433414646237	2.68700134531743	2.89294393287484	3.62623852666381	3.85714844993889	3.02612604737892	7	ENC_28130	BN373_35911	ERS227112_01706	ROD_25641	SL1344_2655	SL3261_2655	STMMW_26971	STM_MW26971	SEN2603	t2637	EC958_2917	NCTC13441_01127	CS17_02955	ETEC_2821	BW25113_2615	b2615
fabD	malonyl-CoA-[acyl-carrier-protein] transacylase	2.83787064243941	3.04657448320489	2.26587620622339	3.37288229836897	3.58585986662453	2.89686333455334	3.58136375176349	2.03626849067452	2.26661524033067	2.67109284789016	3.32207154221756	3.02891156180229	3.10825319556543	1.8316513047738	2.70231492768468	7	ENC_15470	BN373_17041	ERS227112_03568	ROD_11541	SL1344_1131	SL3261_1131	STMMW_12031	STM_MW12031	SEN1855	t1726	EC958_1288	NCTC13441_02820	CS17_01230	ETEC_1157	BW25113_1092	b1092
tilS	tRNA(Ile)-lysidine synthetase	2.350684482775	4.33859080445751	3.45782428567949	4.20324433931763	3.44863266857519	2.37386501875731	2.88480681120638	3.21927784220082	5.23182238392512	3.04526880778389	2.62675014263129	2.76632310203499	2.47153402867701	4.00873238554579	3.16204349646393	7	ENC_47110	BN373_06931	ERS227112_02543	ROD_01961	SL1344_0237	SL3261_0237	STMMW_02421	STM_MW02421	SEN0243	t0238	EC958_0334	NCTC13441_03788	CS17_00198	ETEC_0183	BW25113_0188	b0188
murB	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	3.44992628700038	3.39844558999786	3.31342158547248	3.41920126039599	3.51745152354417	4.37528183544047	3.69258211412822	3.41632957135594	3.20059550946007	2.61447319088134	5.19236852973215	4.62954398214336	2.93660811955906	4.03039043602505	4.33486781489003	7	ENC_27380	BN373_49701	ERS227112_01820	ROD_37771	SL1344_4081	SL3261_4081	STMMW_40961	STM_MW40961	SEN3926	t3489	EC958_5088	NCTC13441_04523	CS17_04434	ETEC_4236	BW25113_3972	b3972
rplB	50S ribosomal subunit protein L2	2.60246022968911	3.84755143047217	3.22330376023925	3.77502723564024	2.65616013588732	3.65926875981663	3.87151967815902	1.74882392377464	2.57931848539154	2.36718199776613	3.46428344359647	2.11124812045106	3.26707752730242	3.51488190173383	2.15443941014978	7	ENC_25310	BN373_43531	ERS227112_00870	ROD_45051	SL1344_3404	SL3261_3404	STMMW_34291	STM_MW34291	SEN3265	t4068	EC958_3710	NCTC13441_00378	CS17_03752	ETEC_3569	BW25113_3317	b3317
lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	3.41817017236084	3.3935100645286	2.82367017762791	3.33388391795532	3.6500203392259	3.38611069224075	4.01965225716538	1.69561472361054	2.16036191011898	2.94647653418695	2.75113803274411	3.02769233072121	2.79400887338174	2.65069398631094	1.65468385760201	7	ENC_30640	BN373_38671	ERS227112_01431	ROD_28701	SL1344_2980	SL3261_2980	STMMW_29631	STM_MW29631	SEN2844	t2911	EC958_5051	NCTC13441_00912	CS17_03162	ETEC_3015	BW25113_2828	b2828
ribF	bifunctional riboflavin kinase/FAD synthetase	3.14105081558562	3.76808484154509	3.0229912767296	3.39227104468066	2.81544178266961	3.47221621334181	4.35482789685288	2.84148848042443	2.10384896067852	2.9803189079482	2.09161780564212	1.64538876645084	2.81255522628278	3.66519016962382	2.69133370648168	7	ENC_45420	BN373_05011	ERS227112_02355	ROD_00221	SL1344_0046	SL3261_0046	STMMW_00461	STM_MW00461	SEN0045	t0047	EC958_0157	NCTC13441_03967	CS17_00024	ETEC_0025	BW25113_0025	b0025
birA	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding	2.7528819591941	2.68413877776929	2.85074498281446	2.25479151444684	2.60683343047468	2.6109564017007	2.66854806195051	3.46181897247491	2.61283986877826	1.84217580455896	2.29920914535516	2.28859363046848	2.77945064059737	3.48870220057886	2.3325353772906	7	ENC_570added	BN373_49711	ERS227112_01821	ROD_37761	SL1344_4082	SL3261_4082	STMMW_40971	STM_MW40971	SEN3927	t3488	EC958_5089	NCTC13441_04522	CS17_04435	ETEC_4237	BW25113_3973	b3973
hemC	hydroxymethylbilane synthase	3.33852794109641	4.18158463894743	2.96516858143779	3.88558289952106	3.45771630665188	4.25559077751164	3.52212100433742	3.44413523273256	3.77305710101033	2.75154349024975	3.82012659863892	3.67761840484986	2.22022118862961	2.39048074849475	3.35589085136659	7	ENC_02030	BN373_49291	ERS227112_01776	ROD_39461	SL1344_3893	SL3261_3893	STMMW_39091	STM_MW39091	SEN3739	t3359	EC958_4266	NCTC13441_04715	CS17_04259	ETEC_4084	BW25113_3805	b3805
cdsA	CDP-diglyceride synthase	2.85237988291985	3.18531864906501	2.64142204536155	3.39727022245734	2.54576853569439	3.20040731671956	2.6592292159559	1.76613028535324	4.57837660535122	2.45382878978103	3.44866601010892	2.4296460438296	3.72090545098354	1.96704599540053	2.70455618088979	7	ENC_961added	BN373_06801	ERS227112_02530	ROD_01781	SL1344_0223	SL3261_0223	STMMW_02281	STM_MW02281	SEN0229	t0223	EC958_0321	NCTC13441_03801	CS17_00185	ETEC_0170	BW25113_0175	b0175
tsf	translation elongation factor EF-Ts	2.91778492854213	2.87895816936396	3.25285544446717	3.36179264526583	3.35711689659464	3.09987125740444	3.71007595776878	2.35126315111823	2.16155750468622	2.50102253328177	2.73676098077363	3.16866058508125	2.06087060720308	2.74098332393589	2.79657033263316	7	ENC_46930	BN373_06751	ERS227112_02525	ROD_01731	SL1344_0218	SL3261_0218	STMMW_02231	STM_MW02231	SEN0224	t0218	EC958_0316	NCTC13441_03807	CS17_00179	ETEC_0165	BW25113_0170	b0170
