Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag	EsCoMG1655 position
zraR	transcriptional regulatory protein ZraR	1.47411053447643	1.64213555513557	0.82898513650449	1.09944650504379	1.24922430561878	1.22295041919465	0.810409935727251	1.00498213846298	0.84214728516226	1.31161564454064	1.00857754734473	0.841830866962596	7	BN373_50011	ERS227112_01857	ROD_37481	SL1344_4113	SL3261_4113	STMMW_41271	STM_MW41271	SEN3960	t3457	EC958_5115	NCTC13441_04490	BW25113_4004	b4004	4203320
wzxE	polysaccharide biosynthesis protein	1.15110512730172	1.93270392673046	0.516849731056405	1.12923064938386	1.14364677064632	1.10798438100771	0.837135451044345	1.12581168171852	0.501020245207724	0.389906200549199	0.341697297813741	0.872974675837208	7	BN373_49201	ERS227112_01762	ROD_39551	SL1344_3885	SL3261_3885	STMMW_39011	STM_MW39011	SEN3731	t3371	EC958_4254	NCTC13441_04731	BW25113_3792	b3792	3976278
yhiN	pyridine nucleotide-disulfide oxidoreductase family protein	0.82886231248944	0.787285805491004	0.769401612777043	0.650326519283913	0.912247439009331	0.863655162241194	0.55975279204017	0.805304496453254	0.518883482220413	0.741833732905001	0.744029462458158	0.751715957753267	7	BN373_44931	ERS227112_00727	ROD_43071	SL1344_3553	SL3261_3553	STMMW_35771	STM_MW35771	SEN3411	t3928	EC958_3888	NCTC13441_00206	BW25113_3492	b3492	3636208
cydB	cytochrome d ubiquinol oxidase, subunit II	0.817498496764856	1.12929422079561	0.638884610840711	0.0281359971358237	0.0794209522148671	0.101665126148404	0	0.12458418995091	0.21562697586581	0.212324287598736	0	0.0544346317223189	7	BN373_13111	ERS227112_03180	ROD_07281	SL1344_0723	SL3261_0723	STMMW_07981	STM_MW07981	SEN0691	t2135	EC958_0851	NCTC13441_03261	BW25113_0734	b0734	773042
mrdB	rod shape-determining protein RodA	0	0.0909960890153463	0.0509925098673988	0.0400264700835086	0.131490327716477	0.0491989405837677	0	0.106213426903077	0	0.0442214602526431	0	0	0	BN373_12461	ERS227112_03108	ROD_06521	SL1344_0627	SL3261_0627	STMMW_07041	STM_MW07041	SEN0608	t2228	EC958_0753	NCTC13441_03361	BW25113_0634	b0634	665201
lpxB	lipid-A-disaccharide synthase	0	0	0	0.0187934576399095	0	0.0235116503163827	0	0.0295182424318652	0	0.0170338000033134	0	0	0	BN373_06871	ERS227112_02537	ROD_01851	SL1344_0230	SL3261_0230	STMMW_02351	STM_MW02351	SEN0236	t0230	EC958_0328	NCTC13441_03794	BW25113_0182	b0182	203348
amiB	N-acetylmuramoyl-L-alanine amidase	1.14103000419095	1.21073591353015	0.925619005556776	1.04655909755486	0.995303684297198	1.06238797294127	0.72883457918364	0.608768045179725	0.531337503685758	1.32065663255519	0.941011574086672	0.988889183769445	7	BN373_01771	ERS227112_02045	ROD_32291	SL1344_4292	SL3261_4292	STMMW_43031	STM_MW43031	SEN4125	t4409	EC958_4656	NCTC13441_04284	BW25113_4169	b4169	4396065
prfB	peptide chain release factor 2	0	0	0	0.017175954352332	0	0.0133574127365727	0	0.0188382147735968	0	0.0378495647510054	0	0	0	BN373_39861	ERS227112_01344	ROD_49421	SL1344_3017	SL3261_3017	STMMW_30011	STM_MW30011	SEN2884	t2959	EC958_3172	NCTC13441_00864	BW25113_2891	b2891	3035184
trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	0.0798455541859207	0.0151502232150025	0.225004801478991	0.107141792248811	0.17119510460363	0.25493516546202	0	0.21599883154439	0	0.136112556049604	0.0676774208412759	0	7	BN373_17581	ERS227112_03611	ROD_12231	SL1344_1172	SL3261_1172	STMMW_12441	STM_MW12441	SEN1815	t1686	EC958_1330	NCTC13441_02779	BW25113_1133	b1133	1192667
hemN_2	putative oxygen-independent coproporphyrinogen III oxidase	0.825161179119928	0.64483310960798	0.584010024021045	0.918788623543229	0.996632559310465	0.896678423514622	0.985502614931257	0.779352875938292	0.527965826967557	0.73144847713201	0.859654339387305	0.600741970920851	7	BN373_40421	ERS227112_01274	ROD_50311	SL1344_3079	SL3261_3079	STMMW_30651	STM_MW30651	SEN2947	t3016	EC958_3241	NCTC13441_00796	BW25113_2955	b2955	3097267
roxA	cupin family protein	0.748259648822358	0.592099737373802	0.554370025955643	0.699515786765967	0.650886538279378	0.470110697835045	0.190301095716535	0.42466002148944	0.540914634977675	0.63991908570722	0.485379676679466	0.541698402756874	7	BN373_17511	ERS227112_03604	ROD_12171	SL1344_1167	SL3261_1167	STMMW_12391	STM_MW12391	SEN1820	t1691	EC958_1325	NCTC13441_02784	BW25113_1128	b1128	1187119
queG	iron-sulfur cluster binding protein	0.880104573965564	1.04443730129234	0.71171393055485	1.03602248155314	1.09171984846741	0.912103410360876	0.758385592729531	0.920617313715945	0.770997171487252	1.04126885178049	1.01925984674911	0.859598724885311	7	BN373_01741	ERS227112_02042	ROD_32261	SL1344_4289	SL3261_4289	STMMW_43001	STM_MW43001	SEN4122	t4407	EC958_4653	NCTC13441_04287	BW25113_4166	b4166	4392928
cfa	cyclopropane-fatty-acyl-phospholipid synthase	0.755683543244259	0.770526088591605	0.783030601258804	0.72654658164209	1.00918019195008	0.756291613479997	0.706006220560669	0.622491244013787	0.635758171846827	0.942292561448088	0.670367146074004	0.330370968084333	7	BN373_25821	ERS227112_04673	ROD_14081	SL1344_1359	SL3261_1359	STMMW_14301	STM_MW14301	SEN1620	t1295	EC958_1883	NCTC13441_02220	BW25113_1661	b1661	1741413
wecE	TDP-4-keto-6-deoxy-D-glucose transaminase	1.18097110901703	1.79899194776461	1.00237737324602	1.11457209961886	1.13825938790411	1.26797258966009	0.951856856912215	1.20642701719659	0.61027061451311	1.03258955913598	0.736224680285413	0.793382293138137	7	BN373_49191	ERS227112_01761	ROD_39561	SL1344_3884	SL3261_3884	STMMW_39001	STM_MW39001	SEN3730	t3372	EC958_4253	NCTC13441_04732	BW25113_3791	b3791	3975146
mdtH	multidrug resistance protein MdtH	1.08191266804725	1.15190053288322	1.05488790083033	0.842188738666331	0.911338591203195	1.23585575256908	0.456128088253021	0.555997474153674	0.501934408017993	1.23110477462819	0.849540412423562	0.680777886641131	7	BN373_16901	ERS227112_03553	ROD_11261	SL1344_1103	SL3261_1103	STMMW_11741	STM_MW11741	SEN1882	t1754	EC958_1260	NCTC13441_02847	BW25113_1065	b1065	1124118
fbaA	fructose-bisphosphate aldolase	0.0403154937008276	0	0	0.0169823872110866	0.0252573886612248	0.0321943124254535	0	0.0518730968270329	0.00958921817804611	0.145095091874668	0.012804112152493	0	0	BN373_40181	ERS227112_01311	ROD_50681	SL1344_3044	SL3261_3044	STMMW_30291	STM_MW30291	SEN2911	t2987	EC958_3204	NCTC13441_00831	BW25113_2925	b2925	3070165
codA	cytosine deaminase	1.45040650462953	1.3279585178498	0.867449815097531	2.22714131937472	1.62693806513778	1.81534914760822	1.5188719764111	1.48464934982655	1.45930347738152	0.885234267977299	0.693601117610742	0.901592709902111	7	BN373_43881	ERS227112_00835	ROD_46021	SL1344_3306	SL3261_3306	STMMW_33331	STM_MW33331	SEN3167	t3251	EC958_0485	NCTC13441_03627	BW25113_0337	b0337	356171
hmp	flavohemoprotein	0.811605629249746	0.450506254167871	1.2408145052088	0.988399960352368	0.974448005479547	0.742846992476939	0.509657265178521	0.690489488422862	0.745298726362939	1.29028886577761	1.1178313932029	1.02242881907067	7	BN373_35351	ERS227112_00038	ROD_24941	SL1344_2518	SL3261_2518	STMMW_25731	STM_MW25731	SEN2536	t0300	EC958_2858	NCTC13441_01189	BW25113_2552	b2552	2685835
ybhO	putative cardiolipin synthetase	0.700336025208052	0.928197898131975	0.942972421504355	0.914923358356467	0.834054248699208	0.628866724296462	0.315723760266695	0.681187951089394	0.848021183501886	0.64094208707967	0.573046898289023	0.523149616553425	7	BN373_13801	ERS227112_03252	ROD_07891	SL1344_0788	SL3261_0788	STMMW_08641	STM_MW08641	SEN0758	t2076	EC958_0901	NCTC13441_03205	BW25113_0789	b0789	822498
gltS	sodium/glutamate symporter	0.859082752856506	0.712935613605968	0.742884110176131	0.965593550109697	0.995815574201929	0.922683241884108	0.719238711774078	0.760800971525569	0.516035318339616	0.941946604356929	0.92134111723869	0.807814247428632	7	BN373_46541	ERS227112_00567	ROD_41631	SL1344_3712	SL3261_3712	STMMW_37351	STM_MW37351	SEN3567	t3773	EC958_4060	NCTC13441_00031	BW25113_3653	b3653	3827460
pheA	chorismate mutase/prephenate dehydratase	1.2125593777257	0.864667059091721	1.17192571628486	0.773980154534332	1.26627833221874	0.97750498823348	0.673561422527835	0.642378530157531	0.714727694540091	0.951071077606305	1.07871198575714	0.903703876965172	7	BN373_35741	ERS227112_01723	ROD_25391	SL1344_2625	SL3261_2625	STMMW_26811	STM_MW26811	SEN2588	t2622	EC958_2901	NCTC13441_01142	BW25113_2599	b2599	2737745
phrB	deoxyribodipyrimidine photo-lyase	0.764069272501768	0.908983138523785	0.855886604553314	0.931696856508264	0.762957106026364	0.738217538358932	0.824260153818735	0.511513243587794	0.306860503019659	1.14883618114136	1.04722102573925	0.539891803468816	7	BN373_12901	ERS227112_03160	ROD_07071	SL1344_0690	SL3261_0690	STMMW_07661	STM_MW07661	SEN0672	t2167	EC958_0817	NCTC13441_03293	BW25113_0708	b0708	739507
potG	putrescine ABC transporter, ATP-binding protein	1.00268664226971	0.722951572695306	0.633337364940193	0.978207598276535	0.787902329910853	0.861626777574289	0.504373571765895	0.728678100479135	0.301648786301365	0.89642743274484	0.777326013000821	1.27302115521915	7	BN373_15011	ERS227112_03372	ROD_08611	SL1344_0855	SL3261_0855	STMMW_09291	STM_MW09291	SEN0824	t2018	EC958_0967	NCTC13441_03139	BW25113_0855	b0855	894991
trmA	tRNA (uracil-5-)-methyltransferase	1.28376731842824	1.02217827445753	1.17418788722173	1.22030999221633	1.29189694222262	1.4212887343523	1.03158505452988	1.40676074566015	0.983965801138588	1.15368135457355	1.00000623699743	1.57280613466123	7	BN373_48871	ERS227112_00328	ROD_37801	SL1344_4078	SL3261_4078	STMMW_40931	STM_MW40931	SEN3923	t3496	EC958_4453	NCTC13441_04531	BW25113_3965	b3965	4162170
potF	putrescine ABC transporter, periplasmic putrescine-binding protein	0.895912934661637	0.449676612081939	0.627469724918746	0.92052962772845	0.990349697443946	0.878828027147528	0.51448335082018	0.763035568402788	0.632908782989912	0.931151151938135	0.528385685608616	0.706505708976894	7	BN373_15001	ERS227112_03371	ROD_08601	SL1344_0854	SL3261_0854	STMMW_09281	STM_MW09281	SEN0823	t2019	EC958_0966	NCTC13441_03140	BW25113_0854	b0854	893784
fadL	long-chain fatty acid transport protein	1.10831878533937	0.777268541892175	1.00358218868864	0.84076031496145	1.03970209009754	0.803989216376188	0.413257013701431	0.747592990977647	1.02871506787771	2.07119814696902	1.52283739828961	0.515660052376668	7	BN373_33361	ERS227112_03853	ROD_27481	SL1344_2360	SL3261_2360	STMMW_24131	STM_MW24131	SEN2373	t0473	EC958_2678	NCTC13441_01368	BW25113_2344	b2344	2461306
galK	galactokinase	0.875716627176525	0.848858490735688	0.692288807448382	1.28991909894666	1.11697002173838	1.23140218816101	0.585288108824402	0.737261330611796	0.864526696730023	1.09513226474903	0.805371931930724	1.27086898595165	7	BN373_13271	ERS227112_03204	ROD_07531	SL1344_0751	SL3261_0751	STMMW_08261	STM_MW08261	SEN0719	t2113	EC958_0869	NCTC13441_03237	BW25113_0757	b0757	788831
yebS_2	integral membrane protein, PqiA family	1.20016161720598	0.937240356812589	0.939216946595861	0.971806135574824	1.27564781631417	0.936776975300338	0.418236285997164	0.813074914432411	0.578008269901053	1.00602427652574	0.622063758332203	0.770200696875651	7	BN373_29341	ERS227112_04315	ROD_18731	SL1344_1777	SL3261_1777	STMMW_18371	STM_MW18371	SEN1189	t1030	EC958_2052	NCTC13441_02054	BW25113_1833	b1833	1916258
waaA	3-deoxy-D-manno-octulosonic-acid transferase	0.0274359369072627	0.0191550143450721	0	0.00594870092551483	0	0	0	0.00522142460917561	0	0.00477662436480378	0	0.0112860244055344	0	BN373_46151	ERS227112_00605	ROD_41831	SL1344_3690	SL3261_3690	STMMW_37131	STM_MW37131	SEN3546	t3794	EC958_4041	NCTC13441_00050	BW25113_3633	b3633	3808540
ubiF_1	ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family	0.821952823308482	0.292836014397253	0.596603451166133	0.780222812928864	0.662149153787859	0.824115791258667	0.315784369015635	0.480675166597576	0.316113862229745	0.839392155476777	0.742190041992549	0.755349918942901	7	BN373_40061	ERS227112_01324	ROD_49271	SL1344_3032	SL3261_3032	STMMW_30161	STM_MW30161	SEN2899	t2974	EC958_3187	NCTC13441_00850	BW25113_2906	b2906	3051115
minD_1	mrp protein	0.944985455404884	0.699274501789935	1.01536380682894	0.730610110040603	0.497620177559329	0.60075154150532	0.516392116416412	0.705188776967523	0.774960201475025	0.718623064261354	0.709117201548614	0.845165830940859	7	BN373_31621	ERS227112_04020	ROD_22351	SL1344_2131	SL3261_2131	STMMW_21851	STM_MW21851	SEN2147	t0702	EC958_2448	NCTC13441_01597	BW25113_2113	b2113	2193059
dnaN	DNA polymerase III, beta subunit	0	0.0139543832737178	0.0204750059383064	0	0	0.007477387578148	0.0295074620533008	0.0291022821565185	0	0	0.00809113608864665	0	0	BN373_47481	ERS227112_00471	ROD_40261	SL1344_3804	SL3261_3804	STMMW_38221	STM_MW38221	SEN3654	t3682	EC958_4174	NCTC13441_04815	BW25113_3701	b3701	3881221
sufS	cysteine desulfurase	0.97804436061835	0.514030465678297	0.684324665683714	1.29242247456559	0.907009069225312	1.19759873991699	0.677599478349535	0.65870348547797	0.528319701546503	1.15149681109833	0.783421017665139	0.837574153956777	7	BN373_27221	ERS227112_04540	ROD_13701	SL1344_1307	SL3261_1307	STMMW_13791	STM_MW13791	SEN1672	t1241	EC958_1900	NCTC13441_02201	BW25113_1680	b1680	1759303
clcA	H(+)/Cl(-) exchange transporter clcA	1.32304028461386	0.963595471627887	0.954311766166132	1.25795849877627	1.32165146894978	1.10741113335924	0.984463463542006	0.834308095601976	0.772678419158723	1.62655168837657	1.03274332494725	1.35449621454631	7	BN373_06611	ERS227112_02511	ROD_01591	SL1344_0204	SL3261_0204	STMMW_02091	STM_MW02091	SEN0208	t0204	EC958_0303	NCTC13441_03821	BW25113_0155	b0155	175107
emrD	multidrug resistance protein D	1.17900562628752	1.04422772476203	0.863305265249693	1.13431108637359	1.20393191018784	1.0326218321104	0.78464040434343	0.8086465104327	0.712726040267704	0.950286321164427	0.960669053091052	0.920254305523514	7	BN373_47221	ERS227112_00497	ROD_40561	SL1344_3766	SL3261_3766	STMMW_37891	STM_MW37891	SEN3615	t3719	EC958_4149	NCTC13441_04839	BW25113_3673	b3673	3853922
ibrA	IbrA protein	2.13296243537354	1.88777049837888	1.79150927841101	1.01975134602476	1.35501318007987	1.30598937980084	1.71440060410315	1.75141792228923	2.00230173839053	1.49682371157142	1.38265673012254	1.11472145192995	7	BN373_12261	ERS227112_03086	ROD_06131	SL1344_0593	SL3261_0593	STMMW_06701	STM_MW06701	SEN0574	t2264	EC958_0723	NCTC13441_03392	BW25113_0602	b0602	635349
yhjX	transporter, major facilitator family	1.14446550572923	0.752487613706038	1.22476356898554	1.52541452688117	0.94344202774605	1.54309078129806	4.3703158732211	3.46197374869065	4.99692265934411	1.15171171294962	1.11724666983743	1.52575823076638	7	BN373_45411	ERS227112_00676	ROD_42601	SL1344_2536	SL3261_2536	STMMW_25901	STM_MW25901	SEN2554	t0283	EC958_3953	NCTC13441_00136	BW25113_3547	b3547	3710799
astB	succinylarginine dihydrolase	0.633374816043307	0.386543116204798	0.598828602139248	0.808254230765262	0.486680248562182	0.415185901658812	0.427850403276383	0.443925389325758	0.237755054495155	0.841883680524888	0.349924337938022	0.594355095790906	7	BN373_18471	ERS227112_05509	ROD_13121	SL1344_1241	SL3261_1241	STMMW_13131	STM_MW13131	SEN1737	t1185	EC958_1965	NCTC13441_02135	BW25113_1745	b1745	1826916
livK	high-affinity branched-chain amino acid ABC transporter, periplasmic leucine-specific-binding protein	1.1040284963308	0.997465042097306	0.909650849332224	0.792330707057747	1.11857143502026	0.927538523587976	0.840125630895093	0.929039600956732	0.825415730033986	1.10585414293733	0.822877145277654	0.813441774402595	7	BN373_44551	ERS227112_00764	ROD_43681	SL1344_3530	SL3261_3530	STMMW_35531	STM_MW35531	SEN3387	t3958	EC958_3849	NCTC13441_00244	BW25113_3458	b3458	3596451
mdtG	multidrug resistance protein MdtG	1.09833058601736	0.752716067601341	0.533949589930741	0.59301623801176	0.681635083825262	0.569176983546783	0.19859689441945	0.357711837990375	0.500349353828357	0.563265735526121	0.600670619257215	0.702837757143759	7	BN373_16811	ERS227112_03544	ROD_11121	SL1344_1091	SL3261_1091	STMMW_11621	STM_MW11621	SEN1894	t1766	EC958_1247	NCTC13441_02859	BW25113_1053	b1053	1114264
dacC	serine-type D-Ala-D-Ala carboxypeptidase	0.705303403237652	0.547895959679887	0.828613381931621	1.03152218388212	1.01626493170291	0.801657485131018	0.480546798404517	0.831802103306302	0.879404494690821	1.05487693427858	0.642278929042654	0.719797166670537	7	BN373_14381	ERS227112_03309	ROD_08451	SL1344_0839	SL3261_0839	STMMW_09141	STM_MW09141	SEN0809	t2033	EC958_0951	NCTC13441_03156	BW25113_0839	b0839	880727
malK	maltose ABC transporter, ATP-binding protein MalK	0.841582434290189	1.25662756363374	0.839348700661214	1.16163243792312	0.995291469800466	0.884911537460727	0.968932002891653	0.800739133703449	0.495615946901816	0.855700957707975	0.735660038528025	0.552902240916632	7	BN373_00311	ERS227112_01896	ROD_37101	SL1344_4167	SL3261_4167	STMMW_41791	STM_MW41791	SEN3998	t4136	EC958_4490	NCTC13441_04450	BW25113_4035	b4035	4246784
yjeH	amino acid permease family protein	0.924127358265791	0.958324785407993	0.9193197540824	1.19712747861866	1.16089707699493	1.4006009555388	1.08322018709953	1.21515344673191	1.04922608778874	1.21971075216395	1.06021606728362	1.49319379248955	7	BN373_01421	ERS227112_02007	ROD_32041	SL1344_4265	SL3261_4265	STMMW_42771	STM_MW42771	SEN4098	t4380	EC958_4630	NCTC13441_04314	BW25113_4141	b4141	4369156
yaaJ	sodium:alanine symporter family protein	0.970121698813264	0.990839960405325	0.808504878390911	0.95467672583455	1.15671320278333	1.02429318460911	0.716357695723226	0.654429131865987	0.511440525695568	1.05236403507369	0.787624728322481	0.915787108449698	7	BN373_04891	ERS227112_02342	ROD_00051	SL1344_0006	SL3261_0006	STMMW_00051	STM_MW00051	SEN0005	t0006	EC958_0140	NCTC13441_03985	BW25113_0007	b0007	6529
sufD	FeS assembly protein SufD	1.00539131979766	0.492019589826051	1.05704098799237	1.50969240782342	0.909501936326332	1.14739493941167	0.696997947638263	0.859127299351981	0.404234865438908	0.919072141711739	0.670463124933133	0.870802692275129	7	BN373_27231	ERS227112_04539	ROD_13691	SL1344_1306	SL3261_1306	STMMW_13781	STM_MW13781	SEN1673	t1240	EC958_1901	NCTC13441_02200	BW25113_1681	b1681	1760520
cysA	sulfate ABC transporter, ATP-binding protein	1.2785002667051	0.609740454878016	0.999912553550528	1.06444168481807	1.00182060119472	1.08738552279252	0.174358321965373	0.450437190036751	0.383824366799661	0.797984615723884	0.846016338435048	0.585430656796743	7	BN373_34291	ERS227112_03809	ROD_23831	SL1344_2404	SL3261_2404	STMMW_24601	STM_MW24601	SEN2422	t0417	EC958_2748	NCTC13441_01297	BW25113_2422	b2422	2539717
asd	aspartate-semialdehyde dehydrogenase	0.0340267149654196	0	0.012965100923245	0.00637195448532139	0.00599108943538044	0.00771150813211584	0	0.0524304205558892	0	0.0124250404862862	0	0	0	BN373_44371	ERS227112_00786	ROD_43921	SL1344_3506	SL3261_3506	STMMW_35281	STM_MW35281	SEN3363	t3981	EC958_3827	NCTC13441_00266	BW25113_3433	b3433	3573775
rumA	23S rRNA (uracil-5-)-methyltransferase RumA	1.40658938766112	1.01913442587484	0.784925848196296	0.800393805004179	0.923077823975581	0.709973901969512	0.732940645267933	0.621557307899779	0.554023939335138	1.22599072437615	0.853845986701705	0.731584414892761	7	BN373_37711	ERS227112_01533	ROD_30311	SL1344_2938	SL3261_2938	STMMW_29201	STM_MW29201	SEN2802	t2866	EC958_3052	NCTC13441_00991	BW25113_2785	b2785	2913699
tyrB	aromatic-amino-acid transaminase	1.05987255300543	0.96253002703068	1.0142030960598	0.965152246492721	0.965934624341989	0.858207359764457	0.692248216768009	0.927059075498452	0.842871783830394	0.966119506308047	0.731176635162516	0.957939630138573	7	BN373_00481	ERS227112_01913	ROD_36371	SL1344_4184	SL3261_4184	STMMW_41981	STM_MW41981	SEN4017	t4154	EC958_4515	NCTC13441_04427	BW25113_4054	b4054	4267114
glpC	glycerol-3-phosphate dehydrogenase, anaerobic, C subunit	1.11420132248511	1.14145785821589	0.993787743389008	0.637267731093916	0.947900842852452	0.840627851757255	0.58431275076503	0.879299722720174	1.01100462932329	0.745223032971883	0.875600586798408	0.470746751637782	7	BN373_32601	ERS227112_03930	ROD_26551	SL1344_2255	SL3261_2255	STMMW_23101	STM_MW23101	SEN2268	t0578	EC958_2579	NCTC13441_01466	BW25113_2243	b2243	2355521
nagA	N-acetylglucosamine-6-phosphate deacetylase	0.941594726539466	0.886119068574371	0.900521038500556	0.720105836547914	0.881328135665816	0.775484968154415	0.570166512381322	0.773115943537223	0.689001347071014	0.697556397620299	0.732423015224874	0.850770609141953	7	BN373_12711	ERS227112_03140	ROD_06791	SL1344_0665	SL3261_0665	STMMW_07411	STM_MW07411	SEN0647	t2192	EC958_0785	NCTC13441_03323	BW25113_0677	b0677	701603
yqhD	alcohol dehydrogenase yqhD	1.26000321103039	1.09580286639081	0.95171540618759	0.857432350400578	0.94367188488615	0.963847449980232	0.786563736532968	0.813489314316552	0.756812487088449	0.781518986435757	0.841964567995722	0.682425633926588	7	BN373_40831	ERS227112_01177	ROD_35591	SL1344_3138	SL3261_3138	STMMW_31241	STM_MW31241	SEN3007	t3084	EC958_3403	NCTC13441_00696	BW25113_3011	b3011	3155355
bcr	bicyclomycin resistance protein	0.98687049243889	0.675464248877793	0.808790135458134	0.776933355587336	0.713546986026723	0.687454461703848	0.362175574749211	0.665370158296503	0.512736476286831	0.763358071173089	0.583904587810892	1.03725941227895	7	BN373_32211	ERS227112_03965	ROD_23131	SL1344_2198	SL3261_2198	STMMW_22521	STM_MW22521	SEN2214	t0633	EC958_2520	NCTC13441_01527	BW25113_2182	b2182	2278570
tdh	L-threonine 3-dehydrogenase	1.01868136774621	0.839335231652587	0.886232982589627	0.77189324071322	0.818682508841601	0.834990324566427	0.523384783948421	0.901832840436175	0.652040291074521	0.869314413838483	1.12507336764481	0.6841562441011	7	BN373_46021	ERS227112_00618	ROD_42001	SL1344_3674	SL3261_3674	STMMW_36971	STM_MW36971	SEN3530	t3811	EC958_4024	NCTC13441_00067	BW25113_3616	b3616	3790320
ybhC	pectinesterase	1.21413938308388	0.996964420895	0.9388156702164	1.34144584361381	1.30451403254611	1.19506414587547	0.705321813652718	0.95685382845242	0.697546843574341	1.44478184026331	1.19221218624339	1.80790070760663	7	BN373_13531	ERS227112_03225	ROD_07681	SL1344_0763	SL3261_0763	STMMW_08381	STM_MW08381	SEN0731	t2101	EC958_0884	NCTC13441_03222	BW25113_0772	b0772	805998
wcaJ	putative UDP-glucose lipid carrier transferase	1.99163481614053	1.30600482997077	1.00659998461731	1.15698250181542	0.84041043350073	0.816456684071657	0.892728688345903	0.599174484537442	0.642932112337991	0.700314769368219	0.695180577695417	0.285986930201373	7	BN373_31051	ERS227112_04083	ROD_21831	SL1344_2080	SL3261_2080	STMMW_21341	STM_MW21341	SEN2099	t0769	EC958_2387	NCTC13441_01665	BW25113_2047	b2047	2120160
mtlD	mannitol-1-phosphate 5-dehydrogenase	0.996239825458742	0.77685157084707	0.880603134654577	0.881146333694533	0.93362566980223	0.705301587208879	0.765104237972779	0.816414229134522	0.788072066234115	0.805594365343476	0.890966705745257	0.922828561458258	7	BN373_45851	ERS227112_00635	ROD_42211	SL1344_3651	SL3261_3651	STMMW_36741	STM_MW36741	SEN3508	t3833	EC958_4004	NCTC13441_00086	BW25113_3600	b3600	3774424
lolE	lipoprotein releasing system, transmembrane protein LolE	0	0	0	0	0.0656446368815116	0	0	0.029918782637589	0.0133961147730961	0.0113595314772571	0	0	0	BN373_17291	ERS227112_03593	ROD_11851	SL1344_1156	SL3261_1156	STMMW_12281	STM_MW12281	SEN1830	t1701	EC958_1315	NCTC13441_02794	BW25113_1118	b1118	1177320
tsgA	major facilitator family transporter TsgA	1.97851012681866	1.36527848687442	1.38000153719023	1.8389841137458	2.10824473874284	2.13282478382226	1.6422839706441	1.72149170857515	1.78872212939636	1.50926025201146	1.50361823355008	1.62022840310367	7	BN373_43871	ERS227112_00836	ROD_44451	SL1344_3440	SL3261_3440	STMMW_34641	STM_MW34641	SEN3300	t4032	EC958_3761	NCTC13441_00330	BW25113_3364	b3364	3492568
mscM_1	transporter, small conductance mechanosensitive ion channel (MscS) family	1.56457657398991	2.39928549397229	2.6262116068744	1.53510747295862	1.70934252944638	1.97768558691177	2.02423113920982	2.36372830257134	2.58547737761909	3.15478414916247	2.78847637063676	3.03391153132736	7	BN373_11131	ERS227112_02980	ROD_05671	SL1344_0557	SL3261_0557	STMMW_06341	STM_MW06341	SEN0545	t2292	EC958_0684	NCTC13441_03430	BW25113_0577	b0577	603416
folC	tetrahydrofolate synthase/dihydrofolate synthase	0.0259619284774748	0	0	0.0257696980156438	0	0.0144545433474381	0	0.0470300686358609	0	0.0205816758302504	0.017390043237225	0.0402698260719631	0	BN373_33151	ERS227112_03874	ROD_27271	SL1344_2334	SL3261_2334	STMMW_23871	STM_MW23871	SEN2347	t0499	EC958_2650	NCTC13441_01396	BW25113_2315	b2315	2431674
hemE	uroporphyrinogen decarboxylase	0.0843049967444533	0.0127250468452076	0.0264284385289129	0.00665266338666815	0.0187553826616659	0.0160884794843199	0	0.0275442336203693	0	0.00642553743495047	0	0	7	BN373_49941	ERS227112_01850	ROD_37551	SL1344_4106	SL3261_4106	STMMW_41201	STM_MW41201	SEN3953	t3464	EC958_5108	NCTC13441_04497	BW25113_3997	b3997	4197716
leuB	3-isopropylmalate dehydrogenase	0.791922445814932	1.0975413855953	0.772637981119755	1.21851777991684	1.07082258005054	0.845353253039774	0.885582211796498	0.868605200684284	0.604600941210019	0.839833338460671	0.907519463292638	1.05837269395546	7	BN373_05671	ERS227112_02415	ROD_00811	SL1344_0112	SL3261_0112	STMMW_01181	STM_MW01181	SEN0113	t0116	EC958_0213	NCTC13441_03911	BW25113_0073	b0073	80867
olgA	aldehyde dehydrogenase	1.14357316191231	0.7614969785159	0.918789786284941	1.01598547606092	0.896939297093135	0.817239251878064	0.975189595519768	0.816783706504121	0.787054306935484	0.822765936153857	0.883425765963531	1.02985216221938	7	BN373_36271	ERS227112_01672	ROD_42301	SL1344_3645	SL3261_3645	STMMW_36681	STM_MW36681	SEN3502	t3839	EC958_3995	NCTC13441_00095	BW25113_3588	b3588	3754973
