Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoCS17 NPEQ	EsCoH10407 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoCS17 locus tag	EsCoH10407 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
yafN	antitoxin of the YafO-YafN toxin-antitoxin system	X	X	X	X	2.1330837055	1.5216799831	X	X	X	X	X	X	X	1.2540171364	1.2136813802	7	X	X	X	X	SL1344_1480	SL3261_1480	X	X	X	X	X	X	X	ETEC_0256	BW25113_0232	b0232
yagG	CP4-6 prophage; putative sugar transporter	-0.406563999	X	X	-0.1206257684	X	X	X	X	X	X	X	X	X	X	0.6206051683	7	ENC_43820	X	X	ROD_13561	X	X	X	X	X	X	X	X	X	X	BW25113_0270	b0270
ybaQ	putative DNA-binding transcriptional regulator	0.195578139	X	X	X	X	X	X	X	X	X	1.6426526435	2.3335711688	-0.7058539882	0.4239390419	0.4149327371	0	ENC_29040	X	X	X	X	X	X	X	X	X	EC958_0624	NCTC13441_03492	CS17_00515	ETEC_0535	BW25113_0483	b0483
ybbW	putative allantoin transporter	X	0.3242192413	0.2318457901	X	0.737612355	1.2349797823	0.6589930329	-0.4159467554	-0.6200349448	X	-0.1826617253	-1.3021315996	1.680922124	0.7889836392	-0.8366712262	0	X	BN373_23641	ERS227112_04870	X	SL1344_0515	SL3261_0515	STMMW_05911	STM_MW05911	SEN0503	X	EC958_0649	NCTC13441_03466	CS17_00536	ETEC_0563	BW25113_0511	b0511
ybcK	DLP12 prophage; putative recombinase	X	-0.8164137871	X	X	X	X	X	X	X	X	X	X	-2.9034404427	X	2.560477417	0	X	BN373_27731	X	X	X	X	X	X	X	X	X	X	CS17_00107	X	BW25113_0544	b0544
yccE	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	2.5205447428	1.5021880497	1.2405116548	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_01063	ETEC_1070	BW25113_1001	b1001
yceQ	uncharacterized protein	X	X	X	X	X	X	2.1019850658	1.4441470731	X	1.8890008227	0.6788594524	X	X	1.8037403132	0.6633229188	7	X	X	X	X	X	X	STMMW_11941	STM_MW11941	X	t1733	EC958_1280	X	X	ETEC_1150	BW25113_1085	b1085
ycgH	conserved hypothetical protein (pseudogene)	X	X	X	-0.5424129982	X	X	X	X	X	X	X	X	1.4273444896	1.1688815037	1.6749681686	0	X	X	X	ROD_27631	X	X	X	X	X	X	X	X	CS17_01346	ETEC_1271	BW25113_4491	b4491
yciG	KGG family protein	-0.7022869145	1.2471227893	-1.9618932698	X	-0.4013272298	1.1870149728	0.0608555326	-1.1079238211	-0.9493415914	-0.569077903	X	X	1.882197875	0.6661419611	-1.1764505116	0	ENC_30990	BN373_17741	ERS227112_03620	X	SL1344_1659	SL3261_1659	STMMW_17231	STM_MW17231	SEN1306	t1640	X	X	CS17_01442	ETEC_1361	BW25113_1259	b1259
yciM	LPS regulatory protein; putative modulator of LpxC proteolysis	X	1.5546154142	3.4691316432	3.0135888207	3.5458229832	-0.0487194967	2.7257758166	1.7199895105	2.5504977912	3.5915159282	1.2751291289	2.9125253804	0.9403980435	-0.1762997803	1.4961494906	0	X	BN373_19021	ERS227112_05452	ROD_17201	SL1344_1640	SL3261_1640	STMMW_17031	STM_MW17031	SEN1325	t1621	EC958_1612	NCTC13441_02483	CS17_01465	ETEC_1384	BW25113_1280	b1280
yciS	DUF1049 family inner membrane protein, function unknown	X	1.7745936983	1.0220281109	0.6214583214	0.4468442834	-0.2333870036	0.542473072	1.0321650021	0.7350863449	0.9502662083	0.3905145457	0.4170247702	0.2363077105	0.3102237951	0.0356306638	0	X	BN373_19011	ERS227112_05453	ROD_17211	SL1344_1641	SL3261_1641	STMMW_17041	STM_MW17041	SEN1324	t1622	EC958_1611	NCTC13441_02484	CS17_01464	ETEC_1383	BW25113_1279	b1279
ydcX	DUF2566 family protein	0.3017545469	-0.8052996584	-0.1461971075	1.1183503387	1.1450559778	0.8160432394	0.6504370248	1.2487182103	1.799030715	X	0.699933897	1.0258702835	0.1079815665	0.7966559633	1.1575853633	0	ENC_09350	BN373_24971	ERS227112_04756	ROD_15891	SL1344_1527	SL3261_1527	STMMW_15911	STM_MW15911	SEN1459	X	EC958_1720	NCTC13441_02374	CS17_01596	ETEC_1516	BW25113_1445	b1445
yddK	putative LRR repeat protein	X	X	X	X	X	X	X	X	X	X	X	X	0.7299563161	2.8103701705	0.4833541174	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_01632	ETEC_1542	BW25113_1471	b1471
yddL	putative outer membrane porin protein	X	X	X	X	X	X	X	X	X	X	X	X	1.8018362214	1.978785276	2.0780328026	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_01633	ETEC_1543	BW25113_1472	b1472
yddM	putative DNA-binding transcriptional regulator	X	X	X	1.8790980021	X	X	X	X	X	X	0.4980308844	1.2221219776	-0.296687969	X	0.9864089689	0	X	X	X	ROD_15581	X	X	X	X	X	X	EC958_1742	NCTC13441_02353	CS17_01638	X	BW25113_1477	b1477
ydeN	putative Ser-type periplasmic non-aryl sulfatase	X	X	X	X	X	X	X	X	X	X	0.7806725924	0.2264014296	1.9742320087	0.5869153554	0.0082032122	0	X	X	X	X	X	X	X	X	X	X	EC958_1761	NCTC13441_02340	CS17_01662	ETEC_1568	BW25113_1498	b1498
ydeO	UV-inducible global regulator, EvgA-, GadE-dependent	X	X	X	X	X	X	X	X	X	X	1.4948546401	0.8769700943	2.7845783717	2.4835721939	0.975875904	0	X	X	X	X	X	X	X	X	X	X	EC958_1762	NCTC13441_02339	CS17_01663	ETEC_1569	BW25113_1499	b1499
ydeT	putative fimbrial biogenesis outer membrane usher protein	X	X	X	X	X	X	X	X	X	X	X	X	1.8596274579	1.1299890127	0.6339093754	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_01669	ETEC_0021	BW25113_1505	b1505
ydfA	Qin prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	X	0.8440636275	1.6740255495	0.0663165639	-0.1195845006	1.1961165216	0	X	X	X	X	X	X	X	X	X	X	EC958_4966	NCTC13441_01800	CS17_01272	ETEC_1196	BW25113_1571	b1571
ydfB	Qin prophage; uncharacterized protein	X	X	X	X	X	X	X	X	X	X	0.53136382	0.2367071863	X	X	0.1357246606	7	X	X	X	X	X	X	X	X	X	X	EC958_4912	NCTC13441_02571	X	X	BW25113_1572	b1572
ydgU	conserved sORF	X	X	X	X	1.6962363007	0.2197218806	X	X	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_1414A	SL3261_1414A	X	X	X	X	X	X	X	X	X	X
ydiF	putative acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit	X	X	X	X	0.0233478603	0.415312147	0.1773286893	-0.5841537188	-0.3121025777	X	0.4382122722	-0.6331117844	1.7408868088	0.4984008505	-0.0221733554	0	X	X	X	X	SL1344_1291	SL3261_1291	STMMW_13641	STM_MW13641	SEN1687	X	EC958_1914	NCTC13441_02185	CS17_01876	ETEC_1727	BW25113_1694	b1694
ydiL	putative HTH domain DNA-binding protein	X	X	X	X	-0.4125780939	0.1933943933	0.2878225183	0.3316937729	0.2866014725	X	0.3372555836	-0.4081359365	0.3470046205	0.0803534273	-0.3066497646	7	X	X	X	X	SL1344_1297	SL3261_1297	STMMW_13691	STM_MW13691	SEN1682	X	EC958_1909	NCTC13441_02190	CS17_01871	ETEC_1722	BW25113_1689	b1689
ydiN	putative MFS transporter, membrane protein	X	X	X	X	0.2418713913	0.3610485129	0.4059227736	-0.2992947861	-0.5020213477	X	1.1128939984	0.0480471136	3.3019583304	0.9821059607	0.6700248647	0	X	X	X	X	SL1344_1294	SL3261_1294	STMMW_13671	STM_MW13671	SEN1684	X	EC958_1911	NCTC13441_02188	CS17_01873	ETEC_1724	BW25113_1691	b1691
ydjI	putative aldolase	0.1322827266	X	-0.6893081319	-0.2988892577	X	X	X	X	-0.4163444008	X	0.7610394172	0.1696126016	1.7315638632	1.1342737239	0.2994308625	0	ENC_05120	X	ERS227112_05538	ROD_12811	X	X	X	X	SEN1755	X	EC958_1995	NCTC13441_02107	CS17_01960	ETEC_1805	BW25113_1773	b1773
yeaI	putative membrane-anchored diguanylate cyclase	X	X	X	X	X	X	X	X	X	X	1.4065013399	0.5678986857	1.2907788515	1.9857202176	0.9086341395	0	X	X	X	X	X	X	X	X	X	X	EC958_2007	NCTC13441_02095	CS17_01972	ETEC_1817	BW25113_1785	b1785
yebO	putative inner membrane protein	X	-0.9044633955	-0.3719111787	0.4404475062	0.0836659375	0.101550041	X	X	-0.0294035959	0.0110610416	0.7589908043	1.0063430807	-1.0491734735	0.2682954186	2.0429126446	0	X	BN373_29251	ERS227112_04325	ROD_18641	SL1344_1768	SL3261_1768	X	X	SEN1198	t1039	EC958_2043	NCTC13441_02062	CS17_02011	ETEC_1857	BW25113_1825	b1825
yeeL	ADP-heptose--LPS heptosyltransferase-like protein,lipopolysaccharide heptosyltransferase I,Glycosyltransferase family 9 (heptosyltransferase)	X	X	X	X	X	X	X	X	X	X	1.7853989546	0.5068894026	1.346383152	X	0.0587073792	0	X	X	X	X	X	X	X	X	X	X	EC958_2299	NCTC13441_01773	CS17_02224	X	BW25113_4497	b4497
yefM	antitoxin of the YoeB-YefM toxin-antitoxin system	1.5176726179	X	X	0.5444417178	-0.6596162161	-0.4706520146	-0.681995668	-0.9703628842	0.0298797033	X	0.6262091834	0.8079916114	X	1.1911557383	0.4475833075	7	ENC_03130	X	X	ROD_43731	SL1344_3525	SL3261_3525	STMMW_35481	STM_MW35481	SEN3382	X	EC958_2359	NCTC13441_01695	X	ETEC_2161	BW25113_2017	b2017
yehA	putative fimbrial-like adhesin protein	-0.4166865376	X	X	-0.2942663487	0.501135209	0.6893995057	0.6534242591	-0.0308925191	-0.3271341711	-0.2706364297	0.5226984475	-0.1592564157	1.0127370533	1.9372799699	1.7693580482	0	ENC_03290	X	X	ROD_22311	SL1344_2126	SL3261_2126	STMMW_21801	STM_MW21801	SEN2144A	t0707	EC958_2443	NCTC13441_01602	CS17_02353	ETEC_2246	BW25113_2108	b2108
yehD	putative fimbrial-like adhesin protein	X	X	X	-0.1036905802	0.5740515308	0.1614266114	0.6672777775	0.1217658942	-0.0357347026	0.2681271525	3.096873998	1.5827446471	1.4396104741	2.1779512902	0.2510505317	0	X	X	X	ROD_22341	SL1344_2129	SL3261_2129	STMMW_21831	STM_MW21831	SEN2145B	t0704	EC958_2446	NCTC13441_01599	CS17_02356	ETEC_2249	BW25113_2111	b2111
yejL	UPF0352 family protein	0.8412423645	1.7410970229	-0.216078619	0.9166396326	-0.1178063542	0.4009283911	X	X	-0.1181531174	-0.0763955283	0.1564213655	-0.1139110604	-0.2875107457	0.2675291492	-0.25905993	0	ENC_39810	BN373_32301	ERS227112_03956	ROD_23191	SL1344_2204	SL3261_2204	X	X	SEN2220	t0627	EC958_2525	NCTC13441_01522	CS17_02438	ETEC_2324	BW25113_2187	b2187
yfbN	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	X	1.8458420937	2.7389142501	0	X	X	X	X	X	X	X	X	X	X	X	X	X	ETEC_2409	BW25113_2273	b2273
yfdF	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	0.914034045	0.7014510486	1.9562089212	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_02646	ETEC_2480	BW25113_2345	b2345
yfdV	putative transporter	-0.945375957	0.1879697711	-0.1308450165	-0.703324429	X	X	X	X	X	X	0.5263752651	-0.224193267	1.8800391643	0.6659352563	0.9328306976	0	ENC_25570	BN373_21141	ERS227112_05126	ROD_44621	X	X	X	X	X	X	EC958_4993	NCTC13441_01344	CS17_02661	ETEC_2491	BW25113_2372	b2372
ygcW	putative SDR family oxidoreductase	X	X	X	X	X	X	X	X	X	X	0.3212539104	-0.2920845396	2.4423362032	0.7640666703	-0.0443969193	0	X	X	X	X	X	X	X	X	X	X	EC958_3038	NCTC13441_01006	CS17_03100	ETEC_2966	BW25113_2774	b2774
ygeH	putative transcriptional regulator	X	X	X	X	-0.1566792409	-0.1327418883	-0.3403153908	-1.195211909	-0.6677281187	-0.8896194673	X	X	1.9676379303	1.0882077603	1.7249825055	0	X	X	X	X	SL1344_2856	SL3261_2856	STMMW_28381	STM_MW28381	SEN2718	t2778	X	X	CS17_03191	ETEC_3039	BW25113_2852	b2852
ygeK	putative 2-component transcriptional regulator,Virulence factors putative positive transcription regulator BvgA,two component system sensor kinase SsrB,Response regulator,transcriptional regulator EpsA,Bacterial regulatory proteins, luxR family	X	X	X	X	X	X	X	X	X	X	X	X	1.8467174808	X	0.7588498501	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_03194	X	BW25113_2856	b2856
ygfZ	iron-sulfur cluster repair protein, plumbagin resistance	X	2.8355447213	1.7213000618	1.2828145744	1.7015044683	3.6120719171	1.7692006138	2.8306540024	1.4487187248	2.2071993467	1.2280843353	2.076206695	1.0349241605	2.6249044511	0.8278462608	0	X	BN373_39931	ERS227112_01337	ROD_49351	SL1344_3024	SL3261_3024	STMMW_30081	STM_MW30081	SEN2891	t2966	EC958_3180	NCTC13441_00857	CS17_03255	ETEC_3091	BW25113_2898	b2898
yhaC	pentapetide repeats-related protein	X	X	X	X	X	X	X	X	X	X	X	X	1.6687406907	1.3789770485	1.253477389	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_03552	ETEC_3389	BW25113_3121	b3121
yhiS	conserved hypothetical protein	X	X	X	X	X	X	X	X	X	X	X	X	1.6293892055	1.5031509531	1.7129175465	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_03940	ETEC_3751	BW25113_3504	b3504
yibG	TPR-like repeat protein	X	X	X	X	X	X	X	X	X	X	X	X	0.4445617415	0.449263476	2.1222357361	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_04042	ETEC_3837A	BW25113_3596	b3596
yjaA	stress-induced protein	X	X	X	X	X	X	X	X	X	X	2.1410121054	2.3954811599	0.9543041791	1.2135202169	1.2775241037	0	X	X	X	X	X	X	X	X	X	X	EC958_4458	NCTC13441_04484	CS17_04476	ETEC_4266	BW25113_4011	b4011
yjbI	conserved hypothetical protein	X	X	X	0.3190013553	1.0300812784	0.7206559898	0.808455325	0.2549959571	-0.0059822888	X	X	X	1.6449364064	1.0450267009	-0.3210471788	0	X	X	X	ROD_12071	SL1344_2043	SL3261_2043	STMMW_20971	STM_MW20971	SEN2065	X	X	X	CS17_04518	ETEC_4293	BW25113_4038	b4038
yjcF	pentapeptide repeats protein	X	X	X	X	X	X	X	X	X	X	X	X	0.9157074486	1.8050425252	1.4906834697	0	X	X	X	X	X	X	X	X	X	X	X	X	CS17_04547	ETEC_4376	BW25113_4066	b4066
yjiC	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	1.6545837318	1.3424898709	1.6886622024	1.1023232194	1.1484801646	0	X	X	X	X	X	X	X	X	X	X	EC958_0057	NCTC13441_04068	CS17_04790	ETEC_4638	BW25113_4325	b4325
yjjY	uncharacterized protein	X	X	X	0.6325366506	0.2447207143	0.5748803969	0.0242041522	1.6390087157	1.4579419109	1.6951018509	-0.632517805	X	X	0.4526169265	1.0655177183	0	X	X	X	ROD_50882	SL1344_4526	SL3261_4526	STMMW_45421	STM_MW45421	SEN4355	t4638	EC958_0133	X	X	ETEC_4757	BW25113_4402	b4402
ykfG	CP4-6 prophage; RadC-like JAB domain protein	X	X	X	X	X	X	X	X	X	X	X	X	X	X	1.8917954832	0	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_0247	b0247
ykgO	RpmJ-like protein	-0.3226779506	-0.6938431797	-0.1755782287	X	-0.0285622266	-0.0168865064	1.2075091865	2.0541853631	1.4112612154	1.1414158802	0.5796481771	0.600401372	-0.2246773742	0.4985245818	-0.157926447	0	ENC_22750	BN373_09241	ERS227112_02789	X	SL1344_0463	SL3261_0463	STMMW_05401	STM_MW05401	SEN0451	t2390	EC958_0440	NCTC13441_03675	CS17_00340	ETEC_0355	BW25113_4506	b4506
ynbB	putative CDP-diglyceride synthase	X	X	X	-0.274419371	X	X	X	X	X	X	X	X	2.4833960415	2.2156874277	0.6025097204	0	X	X	X	ROD_16341	X	X	X	X	X	X	X	X	CS17_01562	ETEC_1481	BW25113_1409	b1409
yoeB	toxin of the YoeB-YefM toxin-antitoxin system	-0.9273353464	X	X	X	X	X	X	X	X	X	0.1952300539	1.7701067819	X	0.3550718995	1.171482048	0	ENC_48added	X	X	X	X	X	X	X	X	X	EC958_2358	NCTC13441_01696	X	ETEC_2160	BW25113_4539	b4539
ypjC	conserved hypothetical protein	X	X	X	X	X	X	X	X	X	X	X	X	X	2.1121509822	3.3952810345	0	X	X	X	X	X	X	X	X	X	X	X	X	X	ETEC_2847	BW25113_2650	b2650
yqgB	uncharacterized protein	X	-0.4424745382	X	X	0.4815381798	0.3145534265	0.100143694	1.7810705116	1.079538504	1.3979663491	X	X	X	X	0.8355177964	0	X	BN373_40261	X	X	SL1344_3063	SL3261_3063	STMMW_30481	STM_MW30481	SEN2931	t3000	X	X	X	X	BW25113_2939	b2939
yqgD	inner membrane protein,Protein of unknown function (DUF2684)	X	X	X	X	1.2522512706	0.7236238879	0.6616362445	1.6589276704	1.5768949484	X	0.2916769104	0.9527778583	-0.1390531652	X	X	X	X	X	X	X	SL1344_3064	SL3261_3064	STMMW_30501	STM_MW30501	SEN2932	X	EC958_5056	NCTC13441_00811	CS17_03303	X	X	X
yrfF	putative RcsCDB-response attenuator, inner membrane protein	X	-0.6425615187	3.8353783293	4.0457056101	2.5360052654	2.3568929346	2.038612817	2.6712923809	1.1263800487	-0.6563314398	3.3695789198	3.122907711	0.0441596029	0.2528819486	2.7296307485	7	X	BN373_44071	ERS227112_00817	ROD_44251	SL1344_3462	SL3261_3462	STMMW_34851	STM_MW34851	SEN3321	t4011	EC958_3789	NCTC13441_00302	CS17_03819	ETEC_3648	BW25113_3398	b3398
ytfI	uncharacterized protein	X	X	X	X	X	X	X	X	X	X	X	X	X	X	1.8193220888	0	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BW25113_4215	b4215
	aspartate racemase,Aspartate racemase,putative racemase,aspartate racemase,Asp/Glu/Hydantoin racemase	X	X	X	X	-0.0819955084	-0.1524394587	0.0058363733	-0.2635976009	-0.3027132939	-0.1100777639	X	X	2.1593970491	X	X	X	X	X	X	X	SL1344_4441	SL3261_4441	STMMW_44561	STM_MW44561	SEN4271	t4560	X	X	CS17_01103	X	X	X
	bacteriophage regulatory protein CII,Protein of unknown function (DUF1019)	2.5744922355	X	X	X	X	X	X	X	X	X	0.0827287118	-0.2139552905	-0.3855719589	X	X	X	ENC_27530	X	X	X	X	X	X	X	X	X	EC958_1346	NCTC13441_02764	CS17_00791	X	X	X
	conserved domain protein	X	0.5794272393	1.9460699524	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_00891	ERS227112_01953A	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	0.2586672395	X	X	X	-0.1202267364	-0.3223114679	-0.2835399726	0.2301197481	-0.0842001561	0.7752834327	0.9687352754	1.7628671533	X	0.7747634205	X	X	ENC_44500	X	X	X	SL1344_4459	SL3261_4459	STMMW_44741	STM_MW44741	SEN4293	t4578	EC958_0080	NCTC13441_04046	X	ETEC_4653	X	X
	conserved hypothetical protein	0.7766774449	0.0352761341	3.1041713158	X	2.0263639512	2.223782253	1.7560625633	2.6008900942	2.1280946493	1.9710860132	X	X	X	X	X	X	ENC_10440	BN373_45611	ERS227112_00182	X	SL1344_3618	SL3261_3618	STMMW_36421	STM_MW36421	SEN3475	t3867	X	X	X	X	X	X
	conserved hypothetical protein	2.1717532016	-0.3407273792	-0.4651610894	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27840	BN373_10461	ERS227112_02900	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.2099716866	-0.2714621207	0.3000193034	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27470	BN373_09821	ERS227112_05436	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.2414701371	-0.1535149465	-0.4551752389	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27770	BN373_10331	ERS227112_02886	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.3434364951	-0.7898868017	-0.0358448469	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27760	BN373_10321	ERS227112_02885	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.3805468596	-0.4873501375	-0.3220126705	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27820	BN373_10441	ERS227112_02898	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.3881010835	-0.6593686031	X	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27710	BN373_10191	X	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	2.7459787395	-0.1524162271	-0.351499597	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_27830	BN373_10451	ERS227112_02899	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	5.0762389447	-0.4422466311	-0.2942578767	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_581added	BN373_10471	ERS227112_02901	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	1.7205833697	0.4927876511	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_30371	ERS227112_04213	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	-1.0681408305	1.9028435816	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_09851	ERS227112_02845	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	0.5165993487	2.5488358124	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_18941	ERS227112_05459A	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	0.6866281165	1.8594800065	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_02581	ERS227112_02123A	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	1.6437553806	1.8678684612	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_05261	ERS227112_02375B	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	-0.06391175	2.1066872638	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_09801	ERS227112_02839	X	X	X	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	1.7311030356	-0.3126547624	X	X	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_2713	SL3261_2713	X	X	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	X	X	1.2666999691	1.6524465649	X	X	X	X	X	X	X	X	X	X	X	X	X	X	STMMW_39721	STM_MW39721	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	0.9020827324	1.8962209746	2.2100804348	2.2468501689	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_4354A	SL3261_4354A	STMMW_43661	STM_MW43661	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	1.1228635262	1.1690750254	2.5169470899	1.3322644154	X	X	X	X	X	X	X	X	X	X	X	X	SL1344_4191	SL3261_4191	STMMW_42051	STM_MW42051	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	1.9553203478	1.9449510587	1.4332883792	0.3950555629	X	0.2961895647	X	X	X	X	X	X	X	X	X	X	SL1344_0707	SL3261_0707	STMMW_07821	STM_MW07821	X	t2151	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	1.0161572151	0.986714229	1.36974066	1.6324250212	2.4171654225	2.0151035426	X	X	X	X	X	X	X	X	X	X	SL1344_3134	SL3261_3134	STMMW_31201	STM_MW31201	SEN3003	t3080	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	X	X	X	X	X	X	1.6850062488	1.1116373554	X	0.9901777926	X	X	X	X	X	X	X	X	X	X	X	X	EC958_2295	NCTC13441_01776	X	ETEC_2087	X	X
	conserved hypothetical protein	X	X	X	X	X	X	X	X	X	X	-0.2092565886	0.1818088006	X	2.5823646467	X	X	X	X	X	X	X	X	X	X	X	X	EC958_1452	NCTC13441_02660	X	ETEC_1963	X	X
	DNA-binding transcriptional regulator DicC	X	X	X	X	X	X	X	X	X	X	0.5765241247	2.0563001068	X	X	X	X	X	X	X	X	X	X	X	X	X	X	EC958_4915	NCTC13441_02568	X	X	X	X
	glycosyl transferase, group 2 family protein	0.2307601601	2.5927514653	3.2857356817	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_02520	BN373_46161	ERS227112_00604	X	X	X	X	X	X	X	X	X	X	X	X	X
	hypothetical prophage protein	X	X	X	0.2871712082	X	X	X	X	X	X	X	X	2.4460238182	X	X	X	X	X	X	ROD_19971	X	X	X	X	X	X	X	X	CS17_02930	X	X	X
	hypothetical protein	1.6989329295	X	-0.3112633355	X	X	X	X	X	X	X	X	X	X	X	X	X	ENC_17430	X	ERS227112_05334	X	X	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	2.0255917221	X	-0.1029998183	X	X	X	X	X	X	X	-0.5148723288	-0.299216624	X	X	X	X	ENC_27670	X	ERS227112_05413	X	X	X	X	X	X	X	EC958_4885	NCTC13441_02753	X	X	X	X
	hypothetical protein	X	X	2.2150088651	X	X	X	X	X	X	X	-0.7360323038	0.4278814896	X	X	X	X	X	X	ERS227112_00177	X	X	X	X	X	X	X	EC958_3283	NCTC13441_04935	X	X	X	X
	hypothetical protein	X	0.8266769044	1.6771486946	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_94added	ERS227112_00834	X	X	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	X	1.2770897268	1.6731613751	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_25781	ERS227112_24added	X	X	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	X	1.9269194787	0.7465428373	X	X	X	X	X	X	X	X	X	X	X	X	X	X	BN373_104added	ERS227112_00500	X	X	X	X	X	X	X	X	X	X	X	X	X
	hypothetical protein	X	X	X	X	0.2060204034	0.2262713565	X	X	1.7607045503	X	X	X	X	X	X	X	X	X	X	X	SL1344_1481	SL3261_1481	X	X	SEN1501	X	X	X	X	X	X	X
	hypothetical protein	X	X	X	X	0.5841986363	0.1615477597	0.6132258157	1.2739830979	1.4847260581	1.7666280651	X	X	X	X	X	X	X	X	X	X	SL1344_4383	SL3261_4383	STMMW_43971	STM_MW43971	SEN4203	t4487	X	X	X	X	X	X
	hypothetical protein	X	X	X	X	1.5188322331	1.8350493133	X	X	X	2.2095883403	X	X	X	X	X	X	X	X	X	X	SL1344_4084	SL3261_4084	X	X	X	t3486	X	X	X	X	X	X
