ID	name	function	coord	length	NPEQ	essentiality
ENC_297added	adrA_3	putative diguanylate cyclase AdrA	2451163-2452947	1785	-0.0946836467770753	non-essential
ENC_298added		hypothetical protein	2467190-2467543	354	-0.313130499869844	non-essential
ENC_299added		Transglycosylase SLT domain protein	2474118-2476826	2709	-0.370629824903967	non-essential
ENC_300added	pepD	Cytosol non-specific dipeptidase	2506189-2507646	1458	-0.299761479567469	non-essential
ENC_301added	mltD	Membrane-bound lytic murein transglycosylase D precursor	2532172-2533536	1365	-0.126404105581735	non-essential
ENC_302added	tsaC_2	Threonylcarbamoyl-AMP synthase	2542465-2543037	573	1.52310132446827	non-essential
ENC_303added	fmt	Methionyl-tRNA formyltransferase	2545842-2546789	948	2.27013332442192	essential
ENC_304added	rpsD	30S ribosomal protein S4	2552703-2553323	621	2.59683243545167	essential
ENC_305added	rpsM	30S ribosomal protein S13	2553762-2554118	357	2.25560715471272	essential
ENC_306added	kefC_1	Glutathione-regulated potassium-efflux system protein KefC	2575206-2576435	1230	-1.04751739556198	non-essential
ENC_307added		hypothetical protein	2589876-2590214	339	-0.970331820821495	non-essential
ENC_308added	cfxP	Phosphoribulokinase, plasmid	2590788-2591120	333	-1.36909654446548	non-essential
ENC_309added	fic	putative adenosine monophosphate-protein transferase fic	2596608-2597192	585	-0.394314656662327	non-essential
ENC_310added	cysG_1	Siroheme synthase	2602596-2603969	1374	-0.754418194183655	non-essential
ENC_311added	aroB	3-dehydroquinate synthase	2609599-2610687	1089	0.15762610940832	non-essential
ENC_312added		hypothetical protein	2615147-2617069	1923	-0.875344903525963	non-essential
ENC_313added	mrcA	Penicillin-binding protein 1A	2617698-2618024	327	-0.864236764784792	non-essential
ENC_314added	igaA	Intracellular growth attenuator protein igaA	2620747-2621313	567	2.54977219331895	essential
ENC_315added		hypothetical protein	2626083-2626820	738	-0.692623227495713	non-essential
ENC_316added	greB	Transcription elongation factor GreB	2628581-2629003	423	-0.456708732912798	non-essential
ENC_317added	gntU	Low-affinity gluconate transporter	2663637-2664977	1341	-0.463719424369242	non-essential
ENC_318added	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor	2675897-2677213	1317	-0.620673816251456	non-essential
ENC_319added	puuE	4-aminobutyrate aminotransferase PuuE	2684562-2685827	1266	-0.441721484747781	non-essential
ENC_320added	tqsA_2	AI-2 transport protein TqsA	2700435-2700929	495	-0.971154843719763	non-essential
ENC_321added		hypothetical protein	2704853-2706079	1227	-0.26318682636833	non-essential
ENC_322added		anaerobic glycerol-3-phosphate dehydrogenase subunit B	2726059-2727258	1200	-0.44505764802829	non-essential
ENC_323added		hypothetical protein	2737903-2738454	552	-0.792915428703439	non-essential
ENC_324added	bcsC	Cellulose synthase operon protein C precursor	2755758-2756414	657	-1.66262823969201	beneficial-loss
ENC_325added		hypothetical protein	2757356-2758030	675	-0.910080932333735	non-essential
ENC_326added	dnaB_2	Replicative DNA helicase	2788035-2788808	774	2.82946204512	essential
ENC_327added		Phage antitermination protein Q	2793805-2794134	330	1.34528016685394	non-essential
ENC_328added		hypothetical protein	2798381-2798959	579	2.90783439071716	essential
ENC_329added		hypothetical protein	2804467-2805438	972	3.25012773586778	essential
ENC_330added		hypothetical protein	2816889-2818934	2046	4.9923544193389	essential
ENC_331added	clpB_3	Chaperone protein ClpB	2820376-2821623	1248	-0.706317976449233	non-essential
ENC_332added		hypothetical protein	2822569-2823132	564	-0.714140070675091	non-essential
ENC_333added		hypothetical protein	2835764-2836168	405	-0.156293093788282	non-essential
ENC_334added		hypothetical protein	2852922-2853251	330	-0.140726751741341	non-essential
ENC_335added		ADP-ribosylglycohydrolase	2853876-2854424	549	-0.135369668050304	non-essential
ENC_336added	motA_3	Motility protein A	2859528-2860166	639	-0.816005401652427	non-essential
ENC_337added	flhD_2	Flagellar transcriptional regulator FlhD	2860826-2861176	351	0.661076621790112	non-essential
ENC_338added	tsr_2	Methyl-accepting chemotaxis protein I	2862431-2863930	1500	-1.08178386088429	non-essential
ENC_339added	flgK_2	Flagellar hook-associated protein 1	2865238-2866878	1641	-0.901715617094083	non-essential
ENC_340added	fliI_1	Flagellum-specific ATP synthase	2888567-2889481	915	-0.346765182407444	non-essential
ENC_341added	hpsN_2	Sulfopropanediol 3-dehydrogenase	2908449-2909771	1323	-0.531315935517298	non-essential
ENC_342added		hypothetical protein	2915534-2915845	312	-0.223152415624967	non-essential
ENC_343added		hypothetical protein	2916470-2916925	456	-0.249711077547174	non-essential
ENC_344added		hypothetical protein	2917277-2917846	570	-0.22447629694959	non-essential
ENC_345added		hypothetical protein	2917853-2918167	315	-0.0332679485110805	non-essential
ENC_346added		hypothetical protein	2918643-2919176	534	-0.32540923080629	non-essential
ENC_347added		hypothetical protein	2919119-2919547	429	-0.0652894662222034	non-essential
ENC_348added		hypothetical protein	2920028-2920585	558	-0.0138458669939275	non-essential
ENC_349added		hypothetical protein	2922573-2925263	2691	-0.331203942549047	non-essential
ENC_350added	hlyD	Hemolysin secretion protein D, plasmid	2930020-2930451	432	-0.443848462031399	non-essential
ENC_351added	emrA_3	Multidrug export protein EmrA	2957390-2958370	981	-0.0741063697900311	non-essential
ENC_352added	gshA	Glutamate--cysteine ligase	2963249-2964793	1545	0.213818517890277	non-essential
ENC_353added	recX	Regulatory protein RecX	2970261-2970761	501	-0.0893961089371316	non-essential
ENC_354added	srlD	Sorbitol-6-phosphate 2-dehydrogenase	2978950-2979645	696	-0.0552419479251874	non-essential
ENC_355added		hypothetical protein	2983395-2983805	411	-0.143362889557758	non-essential
ENC_356added	hoxN	High-affinity nickel transport protein	2986620-2987030	411	-0.0405370875370102	non-essential
ENC_357added	truD_1	tRNA pseudouridine synthase D	3022116-3022547	432	-0.137168643462447	non-essential
ENC_358added	cysG_2	Siroheme synthase	3028105-3029463	1359	0.0127455385487845	non-essential
ENC_359added		hypothetical protein	3038115-3038417	303	-0.0288260890653479	non-essential
ENC_360added		hypothetical protein	3050047-3050361	315	-0.120729615609691	non-essential
ENC_361added		hypothetical protein	3050434-3051759	1326	0.10292331534961	non-essential
ENC_362added		hypothetical protein	3056967-3057332	366	0.00140661308638219	non-essential
ENC_363added		SecY interacting protein Syd	3064797-3065342	546	-0.0820549395257316	non-essential
ENC_364added	gcvA_3	Glycine cleavage system transcriptional activator	3073413-3074330	918	0.211495015667591	non-essential
ENC_365added	recD	RecBCD enzyme subunit RecD	3082487-3082864	378	-0.106836371110404	non-essential
ENC_366added		hypothetical protein	3083354-3083749	396	0.0743730769812304	non-essential
ENC_367added	recC	RecBCD enzyme subunit RecC	3091159-3094533	3375	0.190100897043767	non-essential
ENC_368added	mutH	DNA mismatch repair protein MutH	3101827-3102519	693	-0.263282587757738	non-essential
ENC_369added	lutR_3	HTH-type transcriptional regulator LutR	3109546-3110319	774	0.460777416830159	non-essential
ENC_370added	kduD_3	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	3125669-3126391	723	-0.44040107340408	non-essential
ENC_371added	kduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	3126880-3127716	837	-0.564427831044035	non-essential
ENC_372added		hypothetical protein	3147774-3148172	399	0.630137105611571	non-essential
ENC_373added	lysS	Lysine--tRNA ligase	3155685-3156725	1041	1.95234070246962	essential
ENC_374added	recJ	Single-stranded-DNA-specific exonuclease RecJ	3158886-3160619	1734	-0.296441035991751	non-essential
ENC_375added	xerD	Tyrosine recombinase XerD	3161367-3162263	897	0.26153987996136	non-essential
ENC_376added		hypothetical protein	3163810-3164307	498	1.38639038582401	non-essential
ENC_377added		hypothetical protein	3169965-3170273	309	-0.388626425329246	non-essential
ENC_378added	trxA_3	Thioredoxin	3171101-3171436	336	-0.470377121122001	non-essential
ENC_379added	ubiI	2-octaprenylphenol hydroxylase	3177399-3178601	1203	0.934535477290377	non-essential
ENC_380added	fbaA_2	Fructose-bisphosphate aldolase class 2	3189073-3189450	378	2.22798563689811	essential
ENC_381added		hypothetical protein	3189975-3190553	579	2.209677844405	essential
ENC_382added	mtlA_1	PTS system mannitol-specific EIICBA component	3196665-3197330	666	-1.20334141724446	non-essential
ENC_383added	loiP	Metalloprotease LoiP precursor	3201535-3202293	759	-0.66696109061564	non-essential
ENC_384added	oprD	Porin D precursor	3202504-3203661	1158	-0.839875853081225	non-essential
ENC_385added	mutY	A/G-specific adenine glycosylase	3237225-3237548	324	-1.18809521465271	non-essential
ENC_386added		hypothetical protein	3256579-3256893	315	-0.45259162090571	non-essential
ENC_387added		Extracellular serine protease precursor	3257010-3260057	3048	-0.0721269890832596	non-essential
ENC_388added	pgaA	Poly-beta-1,6-N-acetyl-D-glucosamine export protein precursor	3261273-3263753	2481	-0.617917686456075	non-essential
ENC_389added		hypothetical protein	3275411-3275815	405	-0.318114970817332	non-essential
ENC_390added		hypothetical protein	3275817-3276242	426	-1.02965258424469	non-essential
ENC_391added		hypothetical protein	3280674-3281216	543	-0.272674548086912	non-essential
ENC_392added		hypothetical protein	3281292-3281975	684	-0.145213877777908	non-essential
ENC_393added		hypothetical protein	3291679-3292074	396	-0.369450354990468	non-essential
ENC_394added		hypothetical protein	3307085-3307756	672	0.0338978160461781	non-essential
ENC_395added	yusV_3	putative siderophore transport system ATP-binding protein YusV	3307722-3308534	813	-0.0475511621810776	non-essential
ENC_396added	parE	DNA topoisomerase 4 subunit B	3311134-3311778	645	2.88469708598551	essential
ENC_397added		hypothetical protein	3312495-3312965	471	2.52408819079729	essential
ENC_398added		hypothetical protein	3312996-3313343	348	2.32963148375139	essential
ENC_399added	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	3313941-3314768	828	-0.286902252409137	non-essential
ENC_400added	ygiC	Putative acid--amine ligase YgiC	3318777-3319862	1086	-0.413685439983488	non-essential
ENC_401added		hypothetical protein	3332636-3333040	405	-0.295672816817992	non-essential
ENC_402added		hypothetical protein	3333279-3334049	771	-0.358192669704036	non-essential
ENC_403added	cca	Multifunctional CCA protein	3334986-3336227	1242	2.31278695277945	essential
ENC_404added	patA_2	Putrescine aminotransferase	3363155-3363490	336	-1.06612378544402	non-essential
ENC_405added	elfC_3	putative outer membrane usher protein ElfC precursor	3366058-3368682	2625	-0.45531704769707	non-essential
ENC_406added		hypothetical protein	3373769-3374209	441	-0.261500053135206	non-essential
ENC_407added	yhaK	Pirin-like protein YhaK	3401237-3401938	702	-0.548734015367375	non-essential
ENC_408added	nagA_2	N-acetylglucosamine-6-phosphate deacetylase	3423806-3424747	942	-0.540203720881947	non-essential
ENC_409added	patB_2	Cystathionine beta-lyase PatB	3428711-3429883	1173	-1.07209129127572	non-essential
ENC_410added	diaA	DnaA initiator-associating protein DiaA	3435295-3435885	591	-0.88454159356646	non-essential
ENC_411added		putative permease	3436970-3438007	1038	-0.714139649230076	non-essential
ENC_412added		Semialdehyde dehydrogenase, NAD binding domain	3438048-3438692	645	-0.654741568869496	non-essential
ENC_413added	nlpI	Lipoprotein NlpI precursor	3447857-3448741	885	0.0101310243785636	non-essential
ENC_414added	pnp	Polyribonucleotide nucleotidyltransferase	3448851-3450989	2139	-0.544184533625321	non-essential
ENC_415added	lptF	Lipopolysaccharide export system permease protein LptF	3492748-3493848	1101	3.50007312454419	essential
ENC_416added	gltB	Glutamate synthase [NADPH] large chain precursor	3506565-3510671	4107	-0.937731607549642	non-essential
ENC_417added		hypothetical protein	3537457-3541263	3807	-0.676607231289618	non-essential
ENC_418added	mreD	Rod shape-determining protein MreD	3543369-3543857	489	1.84805140931078	essential
ENC_419added	yedZ	Sulfoxide reductase heme-binding subunit YedZ	3550442-3551041	600	-1.1387313967051	non-essential
ENC_420added		hypothetical protein	3552339-3552668	330	2.01602778895368	essential
ENC_421added	repA	Replication initiation protein	3572635-3573144	510	-0.376085787803283	non-essential
ENC_422added	silP	Silver exporting P-type ATPase	3587284-3588564	1281	-0.589653060438805	non-essential
ENC_423added		hypothetical protein	3589573-3590046	474	-0.0963383584722528	non-essential
ENC_424added		hypothetical protein	3612847-3613176	330	1.78909627429416	essential
ENC_425added		Plasmid stability protein	3617699-3618361	663	0.183915500229005	non-essential
ENC_426added	sdpR	Transcriptional repressor SdpR	3632196-3632516	321	-0.180744476485835	non-essential
ENC_427added	arsB_2	Arsenical pump membrane protein	3632561-3633850	1290	-0.380890424728369	non-essential
ENC_428added	ureR	Urease operon transcriptional activator	3636915-3637823	909	-0.241799971642228	non-essential
ENC_429added		hypothetical protein	3643497-3643817	321	-1.42841384033744	non-essential
ENC_430added	traI_2	Multifunctional conjugation protein TraI	3683354-3684217	864	0.0327477292667016	non-essential
ENC_431added	lacZ_2	Beta-galactosidase	3688733-3691531	2799	-0.384406681545617	non-essential
ENC_432added	lacI_2	Lactose operon repressor	3692086-3693234	1149	-0.417535353590893	non-essential
ENC_433added		fec operon regulator FecR	3701950-3702639	690	-0.0224313980992179	non-essential
ENC_434added		hypothetical protein	3709226-3710278	1053	-0.784450060676457	non-essential
ENC_435added	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	3714695-3716050	1356	3.85412428746634	essential
ENC_436added		hypothetical protein	3720168-3720812	645	-0.47326362467814	non-essential
ENC_437added	rlmB_1	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	3721148-3721630	483	-0.871183570583982	non-essential
ENC_438added	pgpC	Phosphatidylglycerophosphatase C	3740726-3741361	636	-0.276825545779301	non-essential
ENC_439added	tadA	tRNA-specific adenosine deaminase	3741386-3741925	540	1.55981541373418	non-essential
ENC_440added	mltF	Membrane-bound lytic murein transglycosylase F precursor	3741813-3743363	1551	-0.335371574458485	non-essential
ENC_441added		hypothetical protein	3743502-3743834	333	-0.374715953972438	non-essential
ENC_442added		hypothetical protein	3743979-3744524	546	-0.452222893982422	non-essential
ENC_443added	purL	Phosphoribosylformylglycinamidine synthase	3745033-3747735	2703	-0.275393962874327	non-essential
ENC_444added	hmp	Flavohemoprotein	3752284-3752952	669	-0.277312134518202	non-essential
ENC_445added		hypothetical protein	3753567-3753896	330	-0.124265126437602	non-essential
ENC_446added		hypothetical protein	3768159-3768752	594	-0.184474424658917	non-essential
ENC_447added	ndk	Nucleoside diphosphate kinase	3787378-3787695	318	-0.60000689580457	non-essential
ENC_448added	hisS	Histidine--tRNA ligase	3791538-3792812	1275	3.54383118511643	essential
ENC_449added		hypothetical protein	3792826-3793446	621	-0.0396269908285801	non-essential
ENC_450added	der	GTPase Der	3796141-3796467	327	1.55390590050313	non-essential
ENC_451added	xseA	Exodeoxyribonuclease 7 large subunit	3801102-3802475	1374	-0.0753605738405438	non-essential
ENC_452added		hypothetical protein	3802638-3803387	750	-0.0458861769669022	non-essential
ENC_453added	guaB	Inosine-5'-monophosphate dehydrogenase	3803990-3804382	393	-0.279472923318344	non-essential
ENC_454added		hypothetical protein	3808001-3808303	303	-0.26354159107735	non-essential
ENC_455added	bepE_2	Efflux pump membrane transporter BepE	3809304-3811403	2100	-0.29755422343849	non-essential
ENC_456added	rssB_2	Swarming motility regulation protein RssB	3813506-3814183	678	-0.712776664421797	non-essential
ENC_457added		MltA-interacting protein MipA	3815315-3815716	402	-0.65265276079161	non-essential
ENC_458added	hda	DnaA regulatory inactivator Hda	3830386-3830979	594	1.71607922954296	essential
ENC_459added	gcvR	Glycine cleavage system transcriptional repressor	3839459-3840028	570	-0.53896508252344	non-essential
ENC_460added	ygjH	tRNA-binding protein YgjH	3867885-3868217	333	-0.656677268567213	non-essential
ENC_461added	cysT	Sulfate transport system permease protein CysT	3879938-3880771	834	-0.290307935036502	non-essential
ENC_462added	cysM	Cysteine synthase B	3883230-3884141	912	-0.306730544281058	non-essential
ENC_463added		hypothetical protein	3891455-3891832	378	1.99020864168841	essential
ENC_464added	ligA	DNA ligase	3892178-3893425	1248	3.5409443258515	essential
ENC_465added	yfgF_2	Cyclic di-GMP phosphodiesterase YfgF	3900053-3902242	2190	-0.94638784067984	non-essential
ENC_466added		hypothetical protein	3903881-3904270	390	-0.528574122684259	non-essential
ENC_467added	mntH	Divalent metal cation transporter MntH	3904802-3905434	633	-0.555219630172388	non-essential
ENC_468added	ypdA	Sensor histidine kinase YpdA	3911973-3913670	1698	-0.41551069578645	non-essential
ENC_469added	htrB_3	Lipid A biosynthesis lauroyl acyltransferase	3916082-3916999	918	-0.518581250437974	non-essential
ENC_470added	prmB	50S ribosomal protein L3 glutamine methyltransferase	3927915-3928847	933	-0.5463647341978	non-essential
ENC_471added	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	3932870-3934867	1998	-0.406511689573164	non-essential
ENC_472added	pdxB	Erythronate-4-phosphate dehydrogenase	3938694-3939830	1137	-0.507851274830037	non-essential
ENC_473added		hypothetical protein	3946368-3946766	399	-0.233644946652181	non-essential
ENC_474added	yfbT	Sugar phosphatase YfbT	3967533-3968192	660	-0.534218645422939	non-essential
ENC_475added	sdcS	Sodium-dependent dicarboxylate transporter SdcS	3968268-3970100	1833	-0.227996977403201	non-essential
ENC_476added	menF	Menaquinone-specific isochorismate synthase	3992972-3994267	1296	-0.112188561251981	non-essential
ENC_477added	bcr_2	Bicyclomycin resistance protein	4047380-4048579	1200	-0.0390875772367803	non-essential
ENC_478added		hypothetical protein	4048856-4049200	345	-0.260358963392908	non-essential
ENC_479added		Bacterial extracellular solute-binding proteins, family 5 Middle	4052924-4053760	837	-0.271864048264867	non-essential
ENC_480added		hypothetical protein	4054437-4055003	567	-0.273444813979548	non-essential
ENC_481added	yeiU_2	Inner membrane protein YeiU	4058107-4058484	378	-0.326554374383801	non-essential
ENC_482added		hypothetical protein	4058518-4059165	648	-0.0304338397045688	non-essential
ENC_483added	yjiA_1	putative GTP-binding protein YjiA	4059113-4059505	393	0.15871648125832	non-essential
ENC_484added		hypothetical protein	4069725-4070303	579	0.0173043765241244	non-essential
ENC_485added		hypothetical protein	4077919-4078605	687	-0.0995103674584987	non-essential
ENC_486added		hypothetical protein	4086686-4087243	558	-0.163989265254447	non-essential
ENC_487added	fabG_6	3-oxoacyl-[acyl-carrier-protein] reductase FabG	4091416-4092180	765	-0.0504759998861585	non-essential
ENC_488added	ycgE_3	HTH-type transcriptional repressor YcgE	4104049-4104834	786	-0.565901267644228	non-essential
ENC_489added	ddc	L-2,4-diaminobutyrate decarboxylase	4116876-4118135	1260	-0.101379242722699	non-essential
ENC_490added		hypothetical protein	4125042-4125383	342	0.058267061415302	non-essential
ENC_491added	araB_3	Ribulokinase	4131041-4132510	1470	-0.370530065655008	non-essential
ENC_492added	malI_3	Maltose regulon regulatory protein MalI	4133807-4134838	1032	0.0184504831359111	non-essential
ENC_493added	lsrR_2	Transcriptional regulator LsrR	4134835-4135782	948	-0.183393419204917	non-essential
ENC_494added	oppF_3	Oligopeptide transport ATP-binding protein OppF	4147636-4148163	528	-0.042996415664291	non-essential
ENC_495added	mdtC	Multidrug resistance protein MdtC	4155517-4158594	3078	0.0324208676082173	non-essential
ENC_496added	mdtB_1	Multidrug resistance protein MdtB	4158595-4159350	756	-0.133813466683408	non-essential
ENC_497added		hypothetical protein	4159782-4160090	309	-0.436360984280943	non-essential
ENC_498added	dnaK_1	Chaperone protein DnaK	4163461-4164813	1353	-0.0898681223531525	non-essential
ENC_499added		hypothetical protein	4168671-4168976	306	-0.255420845027517	non-essential
ENC_500added	gmd	GDP-mannose 4,6-dehydratase	4184421-4185068	648	-0.362547798476229	non-essential
ENC_501added		putative glycosyl transferase	4187886-4188365	480	0.206517740812881	non-essential
ENC_502added	manC1	Mannose-1-phosphate guanylyltransferase 1	4188369-4189805	1437	-0.0348266924692723	non-essential
ENC_503added	rfbB	dTDP-glucose 4,6-dehydratase	4199309-4200394	1086	1.53008685459731	non-essential
ENC_504added		colanic acid exporter	4202917-4204062	1146	2.48158582632151	essential
ENC_505added		UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase	4205125-4205922	798	-0.00292672127356668	non-essential
ENC_506added	ugd	UDP-glucose 6-dehydrogenase	4213401-4214567	1167	3.51801652034184	essential
ENC_507added	dacD	D-alanyl-D-alanine carboxypeptidase DacD precursor	4229823-4230989	1167	-0.318130313773426	non-essential
ENC_508added	norM	Multidrug resistance protein NorM	4233243-4234262	1020	-0.0856165865074788	non-essential
ENC_509added	cbl	HTH-type transcriptional regulator cbl	4249533-4250483	951	-0.328358145463707	non-essential
ENC_510added		hypothetical protein	4258035-4258424	390	1.84060915110376	essential
ENC_511added		hypothetical protein	4262544-4263098	555	-0.413216154104735	non-essential
ENC_512added	fliI_2	Flagellum-specific ATP synthase	4304330-4305343	1014	-0.309464937330905	non-essential
ENC_513added	eamB	Cysteine/O-acetylserine efflux protein	4311616-4312206	591	-0.548548724477013	non-essential
ENC_514added	yjdC	HTH-type transcriptional regulator YjdC	4312203-4312778	576	-0.811832064726917	non-essential
ENC_515added	dsbD	Thiol:disulfide interchange protein DsbD precursor	4312828-4314066	1239	-0.87229676277038	non-essential
ENC_516added	cutA	Divalent-cation tolerance protein CutA	4315032-4315355	324	-0.905821545203262	non-essential
ENC_517added	yjeH	Inner membrane protein YjeH	4319147-4320394	1248	-0.597252588472596	non-essential
ENC_518added	frdD	Fumarate reductase subunit D	4331715-4332074	360	-1.29296651307564	non-essential
ENC_519added	mscM	Miniconductance mechanosensitive channel MscM precursor	4338339-4341662	3324	-0.860938559002258	non-essential
ENC_520added	rsgA	Putative ribosome biogenesis GTPase RsgA	4342748-4343800	1053	1.25847663929063	non-essential
ENC_521added	hfq	RNA-binding protein Hfq	4352780-4353091	312	-0.111042634050296	non-essential
ENC_522added	hflX_1	GTPase HflX	4353166-4353681	516	-0.642865709058986	non-essential
ENC_523added	hflX_2	GTPase HflX	4353663-4354448	786	-0.815695584002903	non-essential
ENC_524added	bsmA	Lipoprotein BsmA precursor	4368044-4368346	303	-0.514644888970854	non-essential
ENC_525added	ulaF	L-ribulose-5-phosphate 4-epimerase UlaF	4375845-4376258	414	-0.854154909282306	non-essential
ENC_526added		hypothetical protein	4378583-4379080	498	-0.685219745888971	non-essential
ENC_527added	adaA	Bifunctional transcriptional activator/DNA repair enzyme AdaA	4386852-4387676	825	-0.537475288016098	non-essential
ENC_528added	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase precursor	4389171-4390409	1239	-0.430362542126777	non-essential
ENC_529added		glucuronide transporter	4395207-4395734	528	-0.937421381391684	non-essential
ENC_530added	tamB_2	Translocation and assembly module TamB	4405560-4409129	3570	-0.326259052591173	non-essential
ENC_531added	licR	putative licABCH operon regulator	4429507-4431417	1911	-0.267910915477262	non-essential
ENC_532added		hypothetical protein	4436639-4437646	1008	-0.112338017591625	non-essential
ENC_533added		hypothetical protein	4437809-4438189	381	-0.337755483716244	non-essential
ENC_534added	fryC_2	Fructose-like permease IIC component 1	4438281-4439186	906	-0.22081583056186	non-essential
ENC_535added	argF_1	Ornithine carbamoyltransferase	4457444-4458079	636	-0.255734955106499	non-essential
ENC_536added		hypothetical protein	4474082-4476487	2406	0.529140971548936	non-essential
ENC_537added		Phage polarity suppression protein (Psu)	4476839-4477402	564	-0.704422589692585	non-essential
ENC_538added		hypothetical protein	4482192-4482761	570	-1.14438679251608	non-essential
ENC_539added	intA_3	Prophage CP4-57 integrase	4484416-4484847	432	-1.15082599490589	non-essential
ENC_540added		hypothetical protein	4484974-4486572	1599	-0.647959964268332	non-essential
ENC_541added	melB	Melibiose carrier protein	4507360-4508754	1395	0.0824320452028621	non-essential
ENC_542added		hypothetical protein	4515977-4516369	393	-0.0393360784415063	non-essential
ENC_543added		hypothetical protein	4516829-4517605	777	0.326232267039291	non-essential
ENC_544added		hypothetical protein	4518806-4519186	381	0.316203437897959	non-essential
ENC_545added	tmoS	Sensor histidine kinase TmoS	4519660-4521324	1665	0.130081756083099	non-essential
ENC_546added		hypothetical protein	4531765-4532205	441	-0.175139756196807	non-essential
ENC_547added	yjiY	Inner membrane protein YjiY	4545868-4547994	2127	-0.41324314779475	non-essential
ENC_548added	ycdT_3	putative diguanylate cyclase YcdT	4573809-4574873	1065	-1.06948109147665	non-essential
ENC_549added	yjjG	Pyrimidine 5'-nucleotidase YjjG	4577841-4578518	678	-0.620688371748949	non-essential
ENC_550added		Patatin-like phospholipase	4581531-4582583	1053	-0.495353113605449	non-essential
ENC_551added	yjjV	putative deoxyribonuclease YjjV	4582580-4583362	783	-0.287159367523113	non-essential
ENC_552added		hypothetical protein	4593700-4595085	1386	-0.356480452177601	non-essential
ENC_553added	yjjK_2	putative ABC transporter ATP-binding protein YjjK	4598575-4598919	345	-0.182026488128672	non-essential
ENC_554added		hypothetical protein	4599957-4600679	723	-0.464883207644574	non-essential
ENC_555added	slt	Soluble lytic murein transglycosylase precursor	4600834-4602771	1938	-0.265880230349929	non-essential
ENC_556added	alsT_2	Amino-acid carrier protein AlsT	4614486-4615919	1434	-0.615068241230031	non-essential
ENC_557added	nhaA	Na(+)/H(+) antiporter NhaA	4623437-4624612	1176	-0.291287049906908	non-essential
ENC_558added	icsA	Outer membrane protein IcsA autotransporter precursor	4645565-4648486	2922	-0.298696228476804	non-essential
ENC_559added	folA	Dihydrofolate reductase	4651360-4651839	480	2.08200883901318	essential
ENC_560added		hypothetical protein	4657718-4658086	369	1.82307229846796	essential
ENC_561added	polB	DNA polymerase II	4663758-4666115	2358	-0.594055099396447	non-essential
ENC_562added	leuA_3	2-isopropylmalate synthase	4682345-4683805	1461	-0.87969212107362	non-essential
ENC_563added	leuO	HTH-type transcriptional regulator LeuO	4685078-4685647	570	-1.2645397224947	non-essential
ENC_564added	cra_3	Catabolite repressor/activator	4688421-4689425	1005	-0.682308701273399	non-essential
ENC_565added		hypothetical protein	4713778-4714110	333	-1.01187418924789	non-essential
ENC_566added	guaC	GMP reductase	4714496-4714972	477	-0.866694591235228	non-essential
ENC_567added		hypothetical protein	4734774-4736228	1455	-0.675496224020335	non-essential
ENC_568added	speD	S-adenosylmethionine decarboxylase proenzyme precursor	4740010-4740804	795	-0.790831599476911	non-essential
ENC_569added	htrE_3	Outer membrane usher protein HtrE precursor	4754802-4757393	2592	-0.91649512857989	non-essential
ENC_570added		Fimbrial protein	4758300-4758875	576	-1.39688213470476	non-essential
ENC_571added	panC	Pantothenate synthetase	4760188-4761039	852	-0.608506067603865	non-essential
ENC_572added	gluQ	Glutamyl-Q tRNA(Asp) synthetase	4763882-4764268	387	-0.861151150607622	non-essential
ENC_573added	hrpB_2	ATP-dependent RNA helicase HrpB	4767016-4767474	459	-0.616558415877735	non-essential
ENC_574added	fimC_5	Chaperone protein FimC precursor	4773071-4773751	681	-0.668780180432536	non-essential
ENC_575added	ycbV_3	putative fimbrial-like protein YcbV precursor	4776745-4777692	948	-0.821629850023171	non-essential
ENC_576added		hypothetical protein	4792995-4793444	450	-0.0375772934769324	non-essential
ENC_577added	glnD_1	Bifunctional uridylyltransferase/uridylyl-removing enzyme	4796185-4796655	471	-0.00270003060165787	non-essential
ENC_578added		hypothetical protein	4797098-4797403	306	0.181003606492275	non-essential
ENC_579added		hypothetical protein	4797413-4798090	678	-0.311239502985409	non-essential
ENC_580added	frr	Ribosome-recycling factor	4803000-4803557	558	1.64313690496391	non-essential
ENC_581added	cdsA	Phosphatidate cytidylyltransferase	4805806-4806663	858	2.7687090787748	essential
ENC_582added	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	4812228-4812683	456	2.17017757107178	essential
ENC_583added	lpxA	Acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase	4812687-4813475	789	2.69749971997054	essential
ENC_584added	nlpE	Lipoprotein NlpE precursor	4825411-4826109	699	-0.675733276573968	non-essential
